source_ip,win_total_events,win_unique_hosts,win_unique_users,win_failed_logons,win_process_creations,win_privileged_logons,win_service_installs,win_rdp_logons,win_network_logons,win_off_hours_events,win_fail_ratio,win_priv_ratio,win_process_ratio,win_off_hours_ratio,zeek_total_conns,zeek_unique_dst_ips,zeek_unique_dst_ports,zeek_failed_conns,zeek_encrypted_conns,zeek_off_hours_conns,zeek_mean_duration,zeek_mean_orig_bytes,zeek_mean_resp_bytes,zeek_total_orig_bytes,zeek_mean_bytes_ratio,zeek_mean_orig_pkts,zeek_fail_ratio,zeek_encrypted_ratio,zeek_off_hours_ratio,zeek_dst_diversity,threat_score,is_anomaly,ind_high_fail_ratio,ind_high_upload_ratio,ind_high_port_spread
187.47.138.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,8.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25,2.6666666666666665,0.26145714838950074,0,0,0,1
165.78.161.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,8.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25,2.6666666666666665,0.26145714838950074,0,0,0,1
205.92.153.110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.2614502932560828,0,0,0,0
176.101.174.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.2614502932560828,0,0,0,0
192.168.1.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,120.0,7.0,0.0,81.0,104.0,198.29056315789475,239330.44210526315,470882.68947368424,45472784.0,0.6064905914058211,75.01578947368421,0.0,0.4263157894736842,0.5473684210526316,0.058333333333333334,0.2598134442547052,0,0,0,0
192.168.2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,114.0,7.0,0.0,64.0,90.0,218.2209360465116,308944.9534883721,501283.62790697673,53138532.0,0.7440201922062681,86.23255813953489,0.0,0.37209302325581395,0.5232558139534884,0.06140350877192982,0.2592830841794438,0,0,1,0
192.168.2.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,131.0,6.0,0.0,70.0,101.0,270.7265135135135,354551.2918918919,593619.9405405405,65591989.0,2.363013619858506,84.2,0.0,0.3783783783783784,0.5459459459459459,0.04580152671755725,0.25827263539872225,0,0,1,0
192.168.1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,156.0,7.0,0.0,94.0,119.0,302.4829533898305,493971.82627118647,802072.0677966102,116577351.0,0.5135471627005129,104.63135593220339,0.0,0.3983050847457627,0.5042372881355932,0.04487179487179487,0.25608418797747523,0,0,0,0
192.168.1.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,133.0,6.0,0.0,74.0,110.0,317.80680193236714,492449.19806763285,903703.9758454106,101936984.0,0.5771417136153977,120.58454106280193,0.0,0.357487922705314,0.5314009661835749,0.045112781954887216,0.25598926991598514,0,0,0,0
98.160.116.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,4.0,0.25011490160913474,0,0,0,0
177.48.189.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,4.0,0.25011490160913474,0,0,0,0
162.197.57.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,4.0,0.25011490160913474,0,0,0,0
192.168.1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,146.0,6.0,0.0,74.0,82.0,293.19457286432163,424258.08040201006,804873.311557789,84427358.0,0.37477086417646266,96.22613065326634,0.0,0.37185929648241206,0.4120603015075377,0.0410958904109589,0.24927663700191316,0,0,0,0
192.168.1.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,128.0,7.0,0.0,79.0,112.0,349.34242346938777,556764.806122449,856510.0612244898,109125902.0,0.5891288689368861,133.20408163265307,0.0,0.4030612244897959,0.5714285714285714,0.0546875,0.24792810223567385,0,0,0,0
192.168.2.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,146.0,6.0,0.0,97.0,113.0,258.7077623318386,308016.09865470853,730781.134529148,68687590.0,0.4341383259093973,101.49775784753363,0.0,0.4349775784753363,0.5067264573991032,0.0410958904109589,0.24624011931732093,0,0,0,0
192.168.1.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,140.0,7.0,0.0,75.0,88.0,390.01385106382975,511315.72340425535,927610.6329787234,96127356.0,0.8699084428059498,147.15425531914894,0.0,0.39893617021276595,0.46808510638297873,0.05,0.245696333391191,0,0,1,0
192.168.2.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,137.0,6.0,0.0,73.0,95.0,227.41636224489798,349384.54591836734,532611.7959183673,68479371.0,1.7803208097672243,94.43367346938776,0.0,0.37244897959183676,0.4846938775510204,0.043795620437956206,0.2455326862008157,0,0,1,0
192.168.2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,143.0,7.0,0.0,85.0,105.0,395.68024999999994,623811.4117647059,908410.818627451,127257528.0,0.6554722464115196,119.49509803921569,0.0,0.4166666666666667,0.5147058823529411,0.04895104895104895,0.24538966919820804,0,0,1,0
192.168.2.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,137.0,7.0,0.0,83.0,107.0,170.89030198019802,225335.54455445544,481921.35643564357,45517780.0,0.2861865023731637,62.57920792079208,0.0,0.41089108910891087,0.5297029702970297,0.051094890510948905,0.245159848472146,0,0,0,0
192.168.2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,133.0,7.0,0.0,76.0,93.0,320.42122115384615,362191.8221153846,666256.1105769231,75335899.0,5.168474780772254,100.8701923076923,0.0,0.36538461538461536,0.44711538461538464,0.05263157894736842,0.24483740843572943,0,0,1,0
192.168.2.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,122.0,7.0,0.0,75.0,95.0,415.8464114583333,553150.03125,946511.2447916666,106204806.0,0.5252968141657287,115.36458333333333,0.0,0.390625,0.4947916666666667,0.05737704918032787,0.24392227481664253,0,0,0,0
192.168.2.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,130.0,7.0,0.0,75.0,88.0,187.16995652173912,288766.7173913043,424176.7826086957,53133076.0,0.6375124764422968,61.108695652173914,0.0,0.4076086956521739,0.4782608695652174,0.05384615384615385,0.24356615280812677,0,0,1,0
137.169.212.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,6.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8333333333333334,3.0,0.24075665163103344,0,0,0,0
192.168.2.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,119.0,6.0,0.0,74.0,92.0,278.85260115606934,470547.0578034682,738325.3757225433,81404641.0,0.5126396849120843,89.01156069364161,0.0,0.4277456647398844,0.5317919075144508,0.05042016806722689,0.2404358115060341,0,0,0,0
192.168.1.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,125.0,6.0,0.0,70.0,105.0,351.3684627659574,514271.8404255319,653841.1223404255,96683106.0,0.5326238172453691,106.6063829787234,0.0,0.3723404255319149,0.5585106382978723,0.048,0.2392336618444686,0,0,0,0
192.168.2.180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,140.0,7.0,0.0,86.0,129.0,225.76190789473682,339215.899122807,631862.7675438597,77341225.0,1.7241025136737813,90.57894736842105,0.0,0.37719298245614036,0.5657894736842105,0.05,0.2386360143126951,0,0,1,0
192.168.2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,151.0,7.0,0.0,96.0,126.0,217.2129549180328,315394.0081967213,555031.4303278689,76956138.0,0.49599368110577574,79.24180327868852,0.0,0.39344262295081966,0.5163934426229508,0.046357615894039736,0.2377701678792148,0,0,0,0
192.168.1.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,160.0,7.0,0.0,92.0,119.0,405.1968974358974,372085.2735042735,700249.4914529915,87067954.0,0.42593241129044707,104.58974358974359,0.0,0.39316239316239315,0.5085470085470085,0.04375,0.23474972161597774,0,0,0,0
192.168.2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,145.0,7.0,0.0,97.0,112.0,321.28856281407036,405732.7336683417,810091.8793969849,80740814.0,1.781615559971901,94.33668341708542,0.0,0.48743718592964824,0.5628140703517588,0.04827586206896552,0.2342618052151232,0,0,1,0
192.168.2.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,123.0,6.0,0.0,74.0,84.0,313.932196969697,413710.0101010101,800816.0656565657,81914582.0,0.4120068388759002,116.23232323232324,0.0,0.37373737373737376,0.42424242424242425,0.04878048780487805,0.23258833441124893,0,0,0,0
221.26.67.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.23183421980065322,0,0,0,0
223.217.172.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.23183421980065322,0,0,0,0
62.134.191.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.23183421980065322,0,0,0,0
79.192.133.240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.23183421980065322,0,0,0,0
34.123.224.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.23183421980065322,0,0,0,0
29.14.150.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.23183421980065322,0,0,0,0
117.143.83.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.23183421980065322,0,0,0,0
215.76.224.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.23183421980065322,0,0,0,0
6.8.150.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.23183421980065322,0,0,0,0
20.24.162.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.23183421980065322,0,0,0,0
177.11.136.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.23183421980065322,0,0,0,0
149.167.32.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.23183421980065322,0,0,0,0
215.183.246.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.23183421980065322,0,0,0,0
127.80.182.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.23183421980065322,0,0,0,0
119.138.92.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.23183421980065322,0,0,0,0
135.71.197.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.23183421980065322,0,0,0,0
135.4.110.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.23183421980065322,0,0,0,0
132.250.167.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.23183421980065322,0,0,0,0
96.95.75.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.23183421980065322,0,0,0,0
170.234.6.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.23183421980065322,0,0,0,0
168.38.172.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.23183421980065322,0,0,0,0
167.137.59.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.23183421980065322,0,0,0,0
192.168.2.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,119.0,7.0,0.0,74.0,90.0,185.8075053763441,271572.40860215056,577705.6774193548,50512468.0,0.3875054487266218,66.76344086021506,0.0,0.3978494623655914,0.4838709677419355,0.058823529411764705,0.23134110158696441,0,0,0,0
90.17.34.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.23098386426814943,0,0,0,0
132.32.31.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.23098386426814943,0,0,0,0
187.81.236.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.23098386426814943,0,0,0,0
36.164.119.160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,8.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.375,2.6666666666666665,0.2294557104388435,0,0,0,1
192.168.2.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,122.0,6.0,0.0,71.0,106.0,287.5767653631285,444868.12290502794,700191.1620111732,79631394.0,0.6001538957339903,107.72067039106145,0.0,0.39664804469273746,0.5921787709497207,0.04918032786885246,0.22927632686966337,0,0,0,0
192.168.2.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,117.0,7.0,0.0,74.0,92.0,201.87660674157303,279491.03370786516,522293.5449438202,49749404.0,0.42318925065309254,78.02808988764045,0.0,0.4157303370786517,0.5168539325842697,0.05982905982905983,0.22905540805094204,0,0,0,0
192.168.1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,138.0,7.0,0.0,71.0,92.0,316.6516470588235,425180.4331550802,551054.7914438503,79508741.0,5.141419596749273,100.81283422459893,0.0,0.37967914438502676,0.4919786096256685,0.050724637681159424,0.22750418793298188,0,0,1,0
192.168.2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,120.0,6.0,0.0,63.0,104.0,321.84323369565215,450746.5869565217,759313.9021739131,82937372.0,0.4309650482045759,96.57065217391305,0.0,0.3423913043478261,0.5652173913043478,0.05,0.22747803975209335,0,0,0,0
192.168.2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,118.0,7.0,0.0,67.0,79.0,251.00628235294118,318827.6647058824,556517.6764705882,54200703.0,0.8712861614853138,87.72941176470589,0.0,0.3941176470588235,0.4647058823529412,0.059322033898305086,0.22746924524662926,0,0,1,0
192.168.1.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,146.0,7.0,0.0,96.0,118.0,240.57121834061135,243246.13973799127,644756.0567685589,55703366.0,0.3292896239448405,77.59825327510917,0.0,0.4192139737991266,0.5152838427947598,0.04794520547945205,0.22734550291825784,0,0,0,0
192.168.1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,126.0,7.0,0.0,75.0,85.0,308.49894152046784,428233.350877193,970899.216374269,73227903.0,0.3897641099657392,118.18713450292398,0.0,0.43859649122807015,0.49707602339181284,0.05555555555555555,0.2236843348931027,0,0,0,0
192.168.2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,144.0,6.0,0.0,85.0,111.0,333.93885853658537,495814.1951219512,759238.1707317074,101641910.0,0.46361871967887003,114.06341463414634,0.0,0.4146341463414634,0.5414634146341464,0.041666666666666664,0.22133925885040628,0,0,0,0
212.147.51.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.21998570465061473,0,0,0,0
83.248.119.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.21998570465061473,0,0,0,0
47.130.101.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.21998570465061473,0,0,0,0
175.220.136.190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.21998570465061473,0,0,0,0
133.226.5.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.21998570465061473,0,0,0,0
112.103.148.240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.21998570465061473,0,0,0,0
117.25.144.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.21998570465061473,0,0,0,0
192.168.2.137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,134.0,7.0,0.0,66.0,120.0,338.76673869346735,482015.5226130653,767823.6633165829,95921089.0,0.5204696472954712,121.85427135678393,0.0,0.3316582914572864,0.6030150753768844,0.05223880597014925,0.21974374687692622,0,0,0,0
189.211.93.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,7.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.42857142857142855,3.5,0.21871954614446532,0,0,0,0
84.84.200.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,7.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.42857142857142855,3.5,0.21871954614446532,0,0,0,0
192.168.1.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,156.0,7.0,0.0,82.0,127.0,226.26431092436977,318351.59663865546,626675.7142857143,75767680.0,0.34203566329405705,84.10084033613445,0.0,0.3445378151260504,0.5336134453781513,0.04487179487179487,0.21847655012404887,0,0,0,0
37.234.210.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,8.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,2.6666666666666665,0.21721006208830507,0,0,0,1
216.125.170.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,8.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,2.6666666666666665,0.21721006208830507,0,0,0,1
6.96.251.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,8.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,2.6666666666666665,0.21721006208830507,0,0,0,1
171.154.128.110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,8.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,2.6666666666666665,0.21721006208830507,0,0,0,1
192.168.2.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,147.0,6.0,0.0,86.0,106.0,352.6458341232228,463941.0047393365,742045.9336492891,97891552.0,0.4934674595233192,107.91469194312796,0.0,0.4075829383886256,0.5023696682464455,0.04081632653061224,0.21691192662590553,0,0,0,0
192.168.2.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,161.0,7.0,0.0,84.0,119.0,272.44291228070176,452696.23245614034,727472.6184210526,103214741.0,0.4377893929761913,90.56140350877193,0.0,0.3684210526315789,0.5219298245614035,0.043478260869565216,0.21652812491001194,0,0,0,0
194.100.17.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.21500955230467123,0,0,0,0
192.168.2.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,127.0,6.0,0.0,66.0,89.0,279.28600561797754,333443.3820224719,660338.202247191,59352922.0,0.8530651166325357,93.90449438202248,0.0,0.3707865168539326,0.5,0.047244094488188976,0.21456150507642469,0,0,1,0
