event_id,timestamp,username,hostname,event_type,resource_accessed,bytes_transferred,duration_sec,source_ip,is_off_hours,is_new_resource,failed_attempts_prior_1h,peer_group_deviation_score,is_anomaly,anomaly_type,mitre_technique
UE-000000049E,2025-02-14 10:12:26.563,bikash.poudel,WS-KTM-005,SHARE_ACCESS,shared_drive_finance,648114,13.76,192.168.1.15,False,False,0,0.1406,False,,
UE-000000039D,2025-06-12 10:52:55.915,bindu.joshi,WS-PKR-012,EMAIL_SEND,transaction_logs,312922,61.69,192.168.2.22,False,False,0,0.0442,False,,
UE-00000004D4,2026-02-06 10:52:47.999,srv_pumori_app,SRV-APP-01,DB_QUERY,pumori_customer_table,154892,0.75,10.10.3.10,False,False,0,0.0756,False,,
UE-00000001D8,2025-07-21 11:18:28.181,bindu.joshi,WS-PKR-012,LARGE_DOWNLOAD,transaction_logs,59304091,14.24,192.168.2.22,False,False,0,0.2548,False,,
UE-000000029F,2025-01-20 11:36:43.339,rekha.khadka,WS-PKR-011,PRINT,branch_reports,1378847,81.98,192.168.2.21,False,False,0,0.1208,False,,
UE-00000002D4,2025-03-11 08:26:06.537,roshan.karki,WS-KTM-001,FILE_ACCESS,email_server,264609,9.91,192.168.1.11,False,False,0,0.039,False,,
UE-00000004D3,2026-01-22 10:47:13.410,admin_db_sync,SRV-SQL-02,DB_QUERY,pumori_customer_table,111476,3.48,10.10.2.11,False,False,0,0.1024,False,,
UE-00000003E5,2025-05-12 08:58:51.452,ram.rai,WS-KTM-003,FILE_ACCESS,shared_drive_operations,19778,17.85,192.168.1.13,False,False,0,0.2082,False,,
UE-00000003DC,2025-07-16 08:44:43.545,laxmi.poudel,WS-PKR-009,EMAIL_SEND,intranet_portal,742403,71.08,192.168.2.19,False,False,0,0.1392,False,,
UE-0000000163,2025-07-22 15:51:08.094,ram.rai,WS-KTM-003,PRIVILEGE_USE,branch_reports,87897,6.03,192.168.1.13,False,False,0,0.1677,False,,
UE-0000000061,2025-03-10 10:17:39.648,bikash.poudel,WS-KTM-005,EMAIL_SEND,attendance_system,4752984,47.7,192.168.1.15,False,False,0,0.2373,False,,
UE-00000001A7,2025-08-04 10:36:48.162,laxmi.poudel,WS-PKR-009,DB_QUERY,transaction_logs,642188,27.14,192.168.2.19,False,False,0,0.5074,False,,
UE-0000000273,2025-11-20 15:55:38.544,suresh.poudel,WS-KTM-004,FILE_ACCESS,loan_applications,49631,13.43,192.168.1.14,False,False,0,0.1158,False,,
UE-000000026D,2025-06-02 12:00:21.710,ram.thapa,WS-KTM-008,REMOTE_LOGIN,kyc_documents,240930,24.58,192.168.1.18,False,False,0,0.0526,False,,
UE-0000000203,2025-05-27 17:52:49.186,sita.basnet,WS-BTW-014,EMAIL_SEND,shared_drive_finance,898023,49.71,192.168.10.24,False,False,0,0.1303,False,,
UE-000000009D,2026-03-11 09:27:38.842,ram.rai,WS-KTM-003,FILE_ACCESS,kyc_documents,241134,30.5,192.168.1.13,False,False,0,0.1381,False,,
UE-00000004D5,2026-04-27 15:20:41.657,admin_db_sync,SRV-SQL-02,DB_QUERY,pumori_transaction_db,250660,1.79,10.10.2.11,False,False,0,0.1147,False,,
UE-000000040E,2025-01-28 10:12:04.933,rekha.rai,WS-KTM-099,LARGE_DOWNLOAD,kyc_documents,8938,23.48,192.168.1.99,False,False,0,0.1171,False,,
UE-000000034C,2026-02-04 13:36:06.827,deepak.rai,WS-BTW-013,DB_QUERY,attendance_system,1724170,30.73,192.168.10.23,False,False,0,0.276,False,,
UE-000000037B,2026-04-14 15:07:54.737,rekha.rai,WS-KTM-099,REMOTE_LOGIN,transaction_logs,169187,16.04,192.168.1.99,False,False,0,0.1052,False,,
UE-00000002E1,2025-10-24 11:11:35.040,rajan.regmi,WS-BTW-015,LARGE_DOWNLOAD,intranet_portal,456155,23.99,192.168.10.25,False,False,0,0.0917,False,,
UE-00000001E2,2025-03-10 11:42:40.792,roshan.karki,WS-KTM-001,FILE_ACCESS,intranet_portal,193179,4.74,192.168.1.11,False,False,0,0.0822,False,,
UE-0000000426,2025-02-14 09:56:13.420,bindu.joshi,WS-PKR-012,DB_QUERY,shared_drive_operations,8200,48.49,192.168.2.22,False,False,0,0.0525,False,,
UE-0000000220,2025-01-07 16:02:54.493,rekha.rai,WS-KTM-099,DB_QUERY,branch_reports,52069,29.12,192.168.1.99,False,False,0,0.2017,False,,
UE-000000016E,2025-11-13 10:31:02.092,rekha.rai,WS-KTM-099,FILE_ACCESS,shared_drive_operations,131676,24.49,192.168.1.99,False,False,0,0.1526,False,,
UE-0000000504,2026-03-31 21:37:51.033,suresh.poudel,WS-KTM-004,EMAIL_SEND,kyc_documents,8497,12.31,192.168.1.14,True,False,0,0.3872,False,,
UE-0000000135,2025-12-18 08:02:06.641,rekha.rai,WS-KTM-099,PRINT,email_server,295819,52.8,192.168.1.99,False,True,0,0.0801,False,,
UE-0000000465,2025-09-08 08:07:15.406,deepak.rai,WS-BTW-013,DB_QUERY,attendance_system,5486,5.79,192.168.10.23,False,False,0,0.1925,False,,
UE-00000004F1,2026-05-03 06:17:29.039,rita.regmi,WS-KTM-007,EMAIL_SEND,account_statements,931271,11.83,192.168.1.17,True,False,0,0.2194,False,,
UE-0000000473,2025-06-17 14:29:05.967,deepak.rai,WS-BTW-013,DB_QUERY,hr_payroll,38044,33.57,192.168.10.23,False,False,0,0.2475,False,,
UE-00000004AF,2025-01-22 09:52:00.781,deepak.rai,WS-BTW-013,REMOTE_LOGIN,customer_records,2435350,99.73,192.168.10.23,False,False,0,0.1264,False,,
UE-00000002A9,2025-05-01 12:09:10.280,rajan.regmi,WS-BTW-015,FILE_ACCESS,shared_drive_operations,32144,50.64,192.168.10.25,False,False,0,0.0467,False,,
UE-000000034E,2025-07-28 15:40:54.997,sita.basnet,WS-BTW-014,PRINT,shared_drive_finance,718497,4.4,192.168.10.24,False,False,0,0.0974,False,,
UE-0000000161,2025-05-05 08:03:53.799,bikash.poudel,WS-KTM-005,LARGE_DOWNLOAD,account_statements,124415,12.52,192.168.1.15,False,False,0,0.1708,False,,
UE-000000007D,2026-04-07 09:51:57.857,anita.magar,WS-KTM-002,DB_QUERY,attendance_system,12207,19.06,192.168.1.12,False,False,0,0.1917,False,,
UE-00000000B3,2025-12-22 14:08:48.379,rekha.khadka,WS-PKR-011,EMAIL_SEND,transaction_logs,40125,30.1,192.168.2.21,False,False,0,0.0875,False,,
UE-0000000120,2025-07-30 12:48:45.828,rita.regmi,WS-KTM-007,PRINT,shared_drive_operations,161660,13.2,192.168.1.17,False,False,0,0.1745,False,,
UE-000000052F,2026-05-17 03:26:20.000,ram.shrestha,WS-KTM-001,DB_QUERY,pumori_loan_table,58736122,82.83,192.168.1.11,True,False,0,0.9164,True,LARGE_DATA_TRANSFER,T1041
UE-000000047B,2026-05-04 17:08:16.009,deepak.rai,WS-BTW-013,SHARE_ACCESS,attendance_system,28525,4.94,192.168.10.23,False,False,0,0.2003,False,,
UE-0000000127,2026-02-23 15:26:45.860,rekha.rai,WS-KTM-099,DB_QUERY,account_statements,48804,29.27,192.168.1.99,False,False,0,0.1609,False,,
UE-000000034D,2026-05-25 16:51:48.683,rekha.khadka,WS-PKR-011,DB_QUERY,shared_drive_operations,54070,26.28,192.168.2.21,False,False,0,0.2504,False,,
UE-00000001A8,2026-03-16 14:27:30.392,sita.basnet,WS-BTW-014,FILE_ACCESS,shared_drive_finance,26968,68.36,192.168.10.24,False,False,0,0.0493,False,,
UE-00000001B4,2025-08-29 08:00:42.091,rekha.khadka,WS-PKR-011,PRIVILEGE_USE,shared_drive_operations,547679,53.72,192.168.2.21,False,False,0,0.1421,False,,
UE-00000003A9,2025-03-03 16:18:26.411,bikash.poudel,WS-KTM-005,PRIVILEGE_USE,attendance_system,37412,20.04,192.168.1.15,False,False,0,0.5138,False,,
UE-00000003E7,2025-08-27 17:50:42.638,sita.basnet,WS-BTW-014,FILE_ACCESS,hr_payroll,555454,84.77,192.168.10.24,False,False,0,0.1775,False,,
UE-0000000059,2025-03-04 14:17:12.991,bindu.joshi,WS-PKR-012,FILE_ACCESS,email_server,143579,34.04,192.168.2.22,False,False,0,0.2848,False,,
UE-0000000310,2025-06-02 13:18:29.979,anita.magar,WS-KTM-002,FILE_ACCESS,account_statements,18390,10.81,192.168.1.12,False,False,0,0.1877,False,,
UE-000000044E,2025-12-23 14:59:59.487,ram.rai,WS-KTM-003,LARGE_DOWNLOAD,attendance_system,447517,28.43,192.168.1.13,False,False,0,0.1481,False,,
UE-00000003EA,2026-06-08 12:22:26.492,bikash.poudel,WS-KTM-005,SHARE_ACCESS,email_server,8144,49.24,192.168.1.15,False,False,0,0.0669,False,,
UE-00000004FB,2025-04-27 20:16:33.739,rekha.khadka,WS-PKR-011,FILE_ACCESS,email_server,352194,9.22,192.168.2.21,True,False,0,0.1593,False,,
UE-00000003BA,2025-11-10 13:19:18.497,bindu.joshi,WS-PKR-012,FILE_ACCESS,account_statements,19008,27.93,192.168.2.22,False,False,0,0.1567,False,,
UE-000000024F,2025-07-09 08:39:54.372,deepak.rai,WS-BTW-013,PRINT,loan_applications,48387,5.85,192.168.10.23,False,False,0,0.2635,False,,
UE-000000031D,2025-05-23 17:38:05.147,sita.basnet,WS-BTW-014,FILE_ACCESS,email_server,57098,12.38,192.168.10.24,False,False,0,0.0191,False,,
UE-00000004DB,2025-02-19 13:05:19.008,srv_pumori_app,SRV-APP-01,DB_QUERY,pumori_transaction_db,2766677,27.64,10.10.3.10,False,False,0,0.0396,False,,
UE-0000000123,2025-03-28 10:20:07.244,gita.basnet,WS-PKR-010,DB_QUERY,account_statements,103469,55.94,192.168.2.20,False,False,0,0.0405,False,,
UE-000000011E,2026-04-20 11:51:25.644,sita.basnet,WS-BTW-014,FILE_ACCESS,intranet_portal,27136725,3.01,192.168.10.24,False,False,0,0.208,False,,
UE-00000002C5,2026-04-22 16:05:33.911,laxmi.poudel,WS-PKR-009,EMAIL_SEND,loan_applications,165340,45.02,192.168.2.19,False,False,0,0.1226,False,,
UE-0000000519,2025-06-12 21:47:16.948,roshan.karki,WS-KTM-001,FILE_ACCESS,loan_applications,161100,1.19,192.168.1.11,True,False,0,0.2512,False,,
UE-000000037D,2025-01-06 16:49:36.184,rita.regmi,WS-KTM-007,DB_QUERY,transaction_logs,88325,48.39,192.168.1.17,False,False,0,0.0175,False,,
UE-00000003B6,2026-05-26 14:28:44.953,laxmi.poudel,WS-PKR-009,USB_INSERT,attendance_system,4266,72.14,192.168.2.19,False,False,0,0.1328,False,,
UE-000000010B,2025-10-27 14:24:49.086,roshan.karki,WS-KTM-001,SHARE_ACCESS,shared_drive_finance,11001,13.91,192.168.1.11,False,False,0,0.0939,False,,
UE-0000000148,2025-11-14 14:46:54.244,ram.rai,WS-KTM-003,FILE_ACCESS,transaction_logs,25062,54.05,192.168.1.13,False,False,0,0.2438,False,,
UE-000000015D,2026-04-08 12:29:16.872,rita.regmi,WS-KTM-007,FILE_ACCESS,account_statements,16523,1.35,192.168.1.17,False,False,0,0.1634,False,,
UE-00000001B7,2025-11-17 14:47:07.097,bindu.joshi,WS-PKR-012,REMOTE_LOGIN,customer_records,772875,25.77,192.168.2.22,False,True,0,0.1224,False,,
UE-000000003C,2025-03-13 12:49:50.874,bikash.poudel,WS-KTM-005,DB_QUERY,shared_drive_finance,300919,49.81,192.168.1.15,False,False,0,0.0916,False,,
UE-0000000196,2025-12-19 10:53:57.264,bindu.joshi,WS-PKR-012,SHARE_ACCESS,attendance_system,13090,7.54,192.168.2.22,False,False,0,0.0651,False,,
UE-00000001C4,2026-05-25 08:06:25.422,suresh.poudel,WS-KTM-004,FILE_ACCESS,shared_drive_finance,137740,10.38,192.168.1.14,False,True,0,0.038,False,,
UE-0000000513,2025-04-16 06:29:59.610,roshan.karki,WS-KTM-001,FILE_ACCESS,transaction_logs,144804,1.59,192.168.1.11,True,False,0,0.456,False,,
UE-0000000350,2025-12-11 12:04:36.820,suresh.poudel,WS-KTM-004,EMAIL_SEND,hr_payroll,341268,9.74,192.168.1.14,False,False,0,0.1876,False,,
UE-000000038B,2025-12-30 12:37:05.787,laxmi.poudel,WS-PKR-009,EMAIL_SEND,transaction_logs,1085581,55.25,192.168.2.19,False,False,0,0.1332,False,,
UE-0000000352,2025-09-15 17:32:29.687,deepak.rai,WS-BTW-013,PRINT,account_statements,21781,52.95,192.168.10.23,False,False,0,0.245,False,,
UE-000000038D,2026-04-06 17:51:16.349,rajan.regmi,WS-BTW-015,LARGE_DOWNLOAD,account_statements,76570369,25.74,192.168.10.25,False,False,0,0.3424,False,,
UE-000000037A,2026-04-24 14:07:57.949,nabin.joshi,WS-KTM-006,DB_QUERY,email_server,1275471,4.35,192.168.1.16,False,False,0,0.1982,False,,
UE-00000002CD,2026-01-28 11:42:28.743,sita.basnet,WS-BTW-014,EMAIL_SEND,loan_applications,47636,11.7,192.168.10.24,False,False,0,0.0551,False,,
UE-000000014E,2025-04-16 17:43:46.118,laxmi.poudel,WS-PKR-009,FILE_ACCESS,shared_drive_finance,730,12.44,192.168.2.19,False,True,0,0.1925,False,,
UE-00000004E8,2025-09-22 20:16:48.897,rajan.regmi,WS-BTW-015,DB_QUERY,intranet_portal,1783941,3.01,192.168.10.25,True,False,0,0.0863,False,,
UE-00000001F8,2026-05-11 13:02:14.779,bikash.poudel,WS-KTM-005,DB_QUERY,transaction_logs,88957,12.8,192.168.1.15,False,False,0,0.1667,False,,
UE-0000000263,2025-08-21 17:59:00.649,suresh.poudel,WS-KTM-004,PRINT,hr_payroll,258562,4.28,192.168.1.14,False,False,0,0.1728,False,,
UE-00000002DC,2025-01-20 15:09:41.655,rajan.regmi,WS-BTW-015,FILE_ACCESS,customer_records,254859,18.76,192.168.10.25,False,False,0,0.1349,False,,
UE-00000002C1,2026-04-13 17:59:27.638,sita.basnet,WS-BTW-014,FILE_ACCESS,shared_drive_finance,4711,17.21,192.168.10.24,False,False,0,0.3412,False,,
UE-00000001DF,2025-02-10 13:24:58.815,ram.thapa,WS-KTM-008,USB_INSERT,hr_payroll,386899,2.78,192.168.1.18,False,False,0,0.0527,False,,
UE-00000004FD,2025-06-20 21:24:13.356,sita.basnet,WS-BTW-014,FILE_ACCESS,loan_applications,21475932,66.87,192.168.10.24,True,False,0,0.1684,False,,
UE-0000000304,2025-03-24 17:56:21.753,rita.regmi,WS-KTM-007,USB_INSERT,shared_drive_finance,319948,73.22,192.168.1.17,False,False,0,0.142,False,,
UE-00000001EB,2025-03-31 12:13:47.759,deepak.rai,WS-BTW-013,PRIVILEGE_USE,branch_reports,978848,38.01,192.168.10.23,False,False,0,0.2485,False,,
UE-000000018F,2025-11-17 12:53:31.878,gita.basnet,WS-PKR-010,SHARE_ACCESS,transaction_logs,22276,16.54,192.168.2.20,False,False,0,0.3665,False,,
UE-0000000389,2025-11-04 11:33:27.302,bikash.poudel,WS-KTM-005,EMAIL_SEND,shared_drive_finance,56447,63.61,192.168.1.15,False,False,0,0.0848,False,,
UE-000000021F,2025-12-31 10:49:06.122,ram.thapa,WS-KTM-008,SOFTWARE_INSTALL,intranet_portal,5123730,6.25,192.168.1.18,False,False,0,0.1606,False,,
UE-0000000149,2026-04-10 17:38:03.316,suresh.poudel,WS-KTM-004,SHARE_ACCESS,intranet_portal,6429242,9.31,192.168.1.14,False,False,0,0.1579,False,,
UE-0000000065,2025-03-10 09:53:05.095,rekha.rai,WS-KTM-099,DB_QUERY,attendance_system,30887,122.16,192.168.1.99,False,False,0,0.1622,False,,
UE-000000013F,2025-05-07 17:46:24.359,bikash.poudel,WS-KTM-005,LARGE_DOWNLOAD,branch_reports,25723,42.45,192.168.1.15,False,False,0,0.1992,False,,
UE-0000000432,2026-03-11 10:38:15.310,ram.thapa,WS-KTM-008,DB_QUERY,email_server,110021,10.64,192.168.1.18,False,False,0,0.074,False,,
UE-0000000054,2025-08-15 09:40:52.475,rekha.khadka,WS-PKR-011,PRIVILEGE_USE,kyc_documents,5447578,16.5,192.168.2.21,False,False,0,0.1537,False,,
UE-0000000082,2025-05-13 17:45:05.317,deepak.rai,WS-BTW-013,EMAIL_SEND,intranet_portal,97737,23.29,192.168.10.23,False,False,0,0.2405,False,,
UE-00000004EE,2025-04-06 19:29:29.657,rajan.regmi,WS-BTW-015,EMAIL_SEND,email_server,223281,1.19,192.168.10.25,True,False,0,0.3727,False,,
UE-000000000D,2025-12-10 13:57:34.082,laxmi.poudel,WS-PKR-009,FILE_ACCESS,loan_applications,30380,60.66,192.168.2.19,False,False,0,0.136,False,,
UE-0000000444,2025-09-23 14:28:40.934,rita.regmi,WS-KTM-007,EMAIL_SEND,intranet_portal,553858,15.85,192.168.1.17,False,False,0,0.1401,False,,
UE-00000000AC,2025-06-18 10:20:59.726,gita.basnet,WS-PKR-010,FILE_ACCESS,shared_drive_finance,530359,58.03,192.168.2.20,False,False,0,0.2217,False,,
UE-0000000268,2026-05-15 14:41:36.200,rita.regmi,WS-KTM-007,EMAIL_SEND,attendance_system,1123,163.57,192.168.1.17,False,False,0,0.267,False,,
UE-00000004EF,2025-03-29 07:46:06.939,suresh.poudel,WS-KTM-004,DB_QUERY,hr_payroll,2326,15.7,192.168.1.14,True,False,0,0.2048,False,,
UE-0000000105,2025-12-01 08:40:17.802,deepak.rai,WS-BTW-013,LARGE_DOWNLOAD,email_server,1781814,4.1,192.168.10.23,False,False,0,0.1497,False,,
UE-000000033B,2025-05-05 10:25:25.711,ram.rai,WS-KTM-003,EMAIL_SEND,transaction_logs,490790,2.5,192.168.1.13,False,False,0,0.3603,False,,
UE-00000002C4,2026-01-13 09:37:30.984,rekha.rai,WS-KTM-099,SHARE_ACCESS,account_statements,2205701,94.33,192.168.1.99,False,False,0,0.2316,False,,
UE-00000004A4,2025-10-02 16:07:10.229,gita.basnet,WS-PKR-010,FILE_ACCESS,loan_applications,96966,35.47,192.168.2.20,False,False,0,0.1357,False,,
UE-000000046D,2025-05-06 08:08:36.211,rekha.khadka,WS-PKR-011,SHARE_ACCESS,transaction_logs,2357977,1.95,192.168.2.21,False,False,0,0.2994,False,,
UE-00000002D5,2025-09-15 11:02:01.634,gita.basnet,WS-PKR-010,FILE_ACCESS,shared_drive_operations,4074,98.75,192.168.2.20,False,False,0,0.1498,False,,
UE-000000014D,2026-04-13 16:23:03.511,rekha.rai,WS-KTM-099,REMOTE_LOGIN,account_statements,262167,73.11,192.168.1.99,False,False,0,0.2242,False,,
UE-0000000164,2025-02-21 10:59:36.443,rajan.regmi,WS-BTW-015,REMOTE_LOGIN,hr_payroll,2653440,3.23,192.168.10.25,False,False,0,0.0392,False,,
UE-000000008B,2025-04-16 16:54:07.291,bindu.joshi,WS-PKR-012,FILE_ACCESS,account_statements,361592,21.05,192.168.2.22,False,False,0,0.152,False,,
UE-000000017E,2025-10-16 12:15:06.050,laxmi.poudel,WS-PKR-009,DB_QUERY,shared_drive_finance,2473926,4.93,192.168.2.19,False,False,0,0.1392,False,,
UE-0000000125,2025-06-20 15:18:08.191,nabin.joshi,WS-KTM-006,DB_QUERY,email_server,64082,62.84,192.168.1.16,False,False,0,0.029,False,,
UE-0000000460,2025-04-10 10:20:48.810,deepak.rai,WS-BTW-013,EMAIL_SEND,customer_records,1591417,107.44,192.168.10.23,False,False,0,0.0723,False,,
UE-0000000328,2025-10-06 13:06:34.593,gita.basnet,WS-PKR-010,DB_QUERY,account_statements,419188,26.2,192.168.2.20,False,True,0,0.1744,False,,
UE-000000008E,2025-11-24 09:53:45.665,roshan.karki,WS-KTM-001,DB_QUERY,account_statements,240792,10.61,192.168.1.11,False,False,0,0.05,False,,
UE-00000002C8,2025-09-24 08:40:30.592,gita.basnet,WS-PKR-010,FILE_ACCESS,customer_records,823729,6.08,192.168.2.20,False,False,0,0.0732,False,,
UE-00000002FD,2025-08-18 17:09:58.587,sita.basnet,WS-BTW-014,PRIVILEGE_USE,hr_payroll,8099,11.89,192.168.10.24,False,False,0,0.0553,False,,
UE-0000000404,2025-12-04 12:19:47.835,rita.regmi,WS-KTM-007,PRINT,kyc_documents,10259,55.05,192.168.1.17,False,False,0,0.0819,False,,
UE-000000008C,2026-03-24 09:58:14.836,bikash.poudel,WS-KTM-005,DB_QUERY,branch_reports,301222,31.11,192.168.1.15,False,False,0,0.0276,False,,
UE-00000004B7,2025-04-28 15:10:07.229,admin_db_sync,SRV-SQL-02,DB_QUERY,pumori_customer_table,1248651,2.89,10.10.2.11,False,False,0,0.0929,False,,
UE-0000000428,2025-12-08 10:40:48.905,bikash.poudel,WS-KTM-005,SHARE_ACCESS,intranet_portal,36668,108.32,192.168.1.15,False,False,0,0.116,False,,
UE-00000000E1,2025-12-23 09:11:34.402,bikash.poudel,WS-KTM-005,EMAIL_SEND,attendance_system,2593569,51.3,192.168.1.15,False,False,0,0.1701,False,,
UE-0000000217,2025-08-20 17:12:29.952,laxmi.poudel,WS-PKR-009,DB_QUERY,customer_records,17859,15.08,192.168.2.19,False,False,0,0.2056,False,,
UE-0000000113,2026-04-20 11:28:51.298,roshan.karki,WS-KTM-001,REMOTE_LOGIN,transaction_logs,116512,43.2,192.168.1.11,False,False,0,0.1544,False,,
UE-0000000144,2026-04-28 09:01:37.069,nabin.joshi,WS-KTM-006,FILE_ACCESS,loan_applications,579223,10.04,192.168.1.16,False,True,0,0.2295,False,,
UE-000000026F,2025-05-26 08:24:37.927,rekha.rai,WS-KTM-099,SHARE_ACCESS,customer_records,3912464,14.62,192.168.1.99,False,False,0,0.2956,False,,
UE-000000019A,2026-03-10 14:54:22.470,laxmi.poudel,WS-PKR-009,DB_QUERY,email_server,6533,21.83,192.168.2.19,False,False,0,0.1742,False,,
UE-0000000146,2025-03-26 16:34:39.156,deepak.rai,WS-BTW-013,DB_QUERY,kyc_documents,55789,41.4,192.168.10.23,False,False,0,0.1142,False,,
UE-000000038F,2026-04-17 14:55:42.988,rekha.rai,WS-KTM-099,SHARE_ACCESS,attendance_system,1187741,46.8,192.168.1.99,False,False,0,0.3637,False,,
UE-000000012C,2025-09-01 11:51:47.602,suresh.poudel,WS-KTM-004,SHARE_ACCESS,attendance_system,56494,120.37,192.168.1.14,False,False,0,0.3176,False,,
UE-00000002EA,2025-05-05 17:34:08.329,rekha.khadka,WS-PKR-011,REMOTE_LOGIN,loan_applications,334802,3.68,192.168.2.21,False,False,0,0.131,False,,
UE-00000001DE,2025-01-10 09:42:22.456,rekha.rai,WS-KTM-099,FILE_ACCESS,intranet_portal,39373,4.34,192.168.1.99,False,False,0,0.0258,False,,
UE-00000003F8,2025-05-14 11:12:34.387,bikash.poudel,WS-KTM-005,SHARE_ACCESS,branch_reports,47764,20.8,192.168.1.15,False,False,0,0.1847,False,,
UE-00000004FE,2026-01-15 19:01:19.918,roshan.karki,WS-KTM-001,DB_QUERY,shared_drive_finance,22310,36.25,192.168.1.11,True,False,0,0.1752,False,,
UE-00000002E6,2025-08-27 09:02:47.144,bikash.poudel,WS-KTM-005,DB_QUERY,customer_records,2942033,33.96,192.168.1.15,False,False,0,0.2076,False,,
UE-00000001E3,2025-07-30 16:53:44.899,suresh.poudel,WS-KTM-004,LARGE_DOWNLOAD,hr_payroll,906097,7.86,192.168.1.14,False,False,0,0.1362,False,,
UE-0000000320,2025-10-24 16:31:02.842,deepak.rai,WS-BTW-013,REMOTE_LOGIN,shared_drive_operations,450096,1.92,192.168.10.23,False,False,0,0.1692,False,,
UE-0000000492,2025-09-11 17:09:46.523,sita.basnet,WS-BTW-014,FILE_ACCESS,kyc_documents,78850,5.14,192.168.10.24,False,False,0,0.2498,False,,
UE-000000035E,2025-02-27 15:34:23.716,laxmi.poudel,WS-PKR-009,USB_INSERT,branch_reports,181993,19.23,192.168.2.19,False,False,0,0.1189,False,,
UE-000000047A,2025-02-19 10:20:48.398,suresh.poudel,WS-KTM-004,FILE_ACCESS,attendance_system,7162599,39.96,192.168.1.14,False,False,0,0.0932,False,,
UE-0000000540,2026-04-12 02:48:32.000,rajesh.pandey,SWIFT-GW-01,REMOTE_LOGIN,SWIFT_MT202_cover,47433,59.94,10.30.1.10,True,False,0,0.8865,True,SWIFT_ACCESS,T1021
UE-000000020B,2026-01-20 11:44:51.323,roshan.karki,WS-KTM-001,DB_QUERY,transaction_logs,424591,49.03,192.168.1.11,False,False,0,0.0746,False,,
UE-0000000537,2026-05-17 03:42:01.000,ram.shrestha,WS-KTM-001,DB_QUERY,pumori_loan_table,213364501,139.04,192.168.1.11,True,False,0,0.8842,True,LARGE_DATA_TRANSFER,T1041
UE-000000032F,2025-03-21 08:49:30.775,suresh.poudel,WS-KTM-004,DB_QUERY,loan_applications,592444,4.3,192.168.1.14,False,False,0,0.0055,False,,
UE-000000026E,2025-12-08 11:47:34.216,roshan.karki,WS-KTM-001,FILE_ACCESS,shared_drive_finance,420977,21.68,192.168.1.11,False,False,0,0.047,False,,
UE-000000028B,2026-01-23 16:24:02.786,nabin.joshi,WS-KTM-006,FILE_ACCESS,branch_reports,3472517,12.37,192.168.1.16,False,False,0,0.2359,False,,
UE-000000027B,2025-07-08 13:53:56.149,suresh.poudel,WS-KTM-004,SHARE_ACCESS,branch_reports,447386,53.88,192.168.1.14,False,False,0,0.1922,False,,
UE-0000000300,2025-05-16 13:18:15.663,rita.regmi,WS-KTM-007,LARGE_DOWNLOAD,customer_records,77238,2.81,192.168.1.17,False,False,0,0.2188,False,,
UE-00000001D4,2025-07-28 16:02:22.833,gita.basnet,WS-PKR-010,DB_QUERY,shared_drive_operations,54224,18.61,192.168.2.20,False,False,0,0.2378,False,,
UE-0000000142,2025-09-03 15:24:07.246,anita.magar,WS-KTM-002,DB_QUERY,shared_drive_operations,929678,36.54,192.168.1.12,False,False,0,0.0631,False,,
UE-0000000006,2025-11-14 11:51:12.150,ram.thapa,WS-KTM-008,FILE_ACCESS,loan_applications,203179,6.61,192.168.1.18,False,False,0,0.1027,False,,
UE-0000000409,2026-04-06 16:01:23.142,rajan.regmi,WS-BTW-015,EMAIL_SEND,account_statements,2260319,97.26,192.168.10.25,False,False,0,0.1755,False,,
UE-00000002CF,2026-05-04 16:14:24.699,gita.basnet,WS-PKR-010,SHARE_ACCESS,email_server,2174101,1.77,192.168.2.20,False,False,0,0.0661,False,,
UE-000000042A,2025-08-27 08:39:48.918,roshan.karki,WS-KTM-001,FILE_ACCESS,loan_applications,295846,18.08,192.168.1.11,False,False,0,0.2078,False,,
UE-000000027D,2025-06-05 11:06:08.189,laxmi.poudel,WS-PKR-009,FILE_ACCESS,shared_drive_operations,389239,27.07,192.168.2.19,False,False,0,0.0737,False,,
UE-0000000028,2025-09-16 15:07:52.066,anita.magar,WS-KTM-002,DB_QUERY,transaction_logs,7866,12.43,192.168.1.12,False,False,0,0.2375,False,,
UE-000000001F,2026-05-22 13:11:31.217,roshan.karki,WS-KTM-001,DB_QUERY,kyc_documents,462260,66.43,192.168.1.11,False,False,0,0.2126,False,,
UE-00000000F3,2025-10-30 10:12:21.235,sita.basnet,WS-BTW-014,DB_QUERY,loan_applications,18313,147.72,192.168.10.24,False,False,0,0.0847,False,,
UE-00000002F8,2025-05-29 11:59:39.465,sita.basnet,WS-BTW-014,FILE_ACCESS,branch_reports,2936,126.31,192.168.10.24,False,False,0,0.1219,False,,
UE-00000003DD,2025-01-03 14:41:43.965,rajan.regmi,WS-BTW-015,SHARE_ACCESS,branch_reports,97284,3.81,192.168.10.25,False,False,0,0.3178,False,,
UE-0000000089,2026-01-12 17:28:29.787,rita.regmi,WS-KTM-007,DB_QUERY,hr_payroll,1326452,15.33,192.168.1.17,False,False,0,0.0296,False,,
UE-0000000137,2025-06-12 12:05:41.369,gita.basnet,WS-PKR-010,DB_QUERY,branch_reports,186411,6.16,192.168.2.20,False,False,0,0.2796,False,,
