entity,timestamp,score,ml_score,rule_score,flags,mitre,source_ip,username,hostname
nabin.joshi@WS-KTM-006,2025-02-17 14:32:06.835,0.0595,0.0595,0.0,,,192.168.1.16,nabin.joshi,WS-KTM-006
admin_db_sync@SRV-SQL-02,2025-08-21 14:59:10.278,0.0928,0.0928,0.0,,,10.10.2.11,admin_db_sync,SRV-SQL-02
rekha.rai@WS-KTM-099,2026-06-08 09:36:07.274,0.95,0.1557,0.95,honeypot_contact,,192.168.1.99,rekha.rai,WS-KTM-099
bindu.joshi@WS-PKR-012,2026-02-10 16:03:43.306,0.5028,0.5028,0.1,new_resource,,192.168.2.22,bindu.joshi,WS-PKR-012
laxmi.poudel@WS-PKR-009,2025-07-16 10:27:01.631,0.0634,0.0634,0.0,,,192.168.2.19,laxmi.poudel,WS-PKR-009
anita.magar@WS-KTM-002,2026-05-07 10:33:40.738,0.0302,0.0302,0.0,,,192.168.1.12,anita.magar,WS-KTM-002
anita.magar@WS-KTM-002,2026-06-18 09:28:29.846,0.1027,0.1027,0.0,,,192.168.1.12,anita.magar,WS-KTM-002
bikash.poudel@WS-KTM-005,2025-06-16 10:11:49.729,0.0393,0.0393,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
bindu.joshi@WS-PKR-012,2026-04-06 09:58:27.069,0.0498,0.0498,0.0,,,192.168.2.22,bindu.joshi,WS-PKR-012
rekha.khadka@WS-PKR-011,2025-04-14 08:29:55.715,0.5401,0.5401,0.1,new_resource,,192.168.2.21,rekha.khadka,WS-PKR-011
roshan.karki@WS-KTM-001,2025-09-03 10:19:35.014,0.0881,0.0881,0.0,,,192.168.1.11,roshan.karki,WS-KTM-001
rajesh.pandey@SWIFT-GW-01,2026-04-12 02:39:35.000,0.9,0.8092,0.9,off_hours|high_peer_deviation|swift_off_hours,Persistence:T1078|Valid Accounts:T1078|Lateral Movement:T1021,10.30.1.10,rajesh.pandey,SWIFT-GW-01
laxmi.poudel@WS-PKR-009,2026-02-16 13:42:25.415,0.4868,0.4868,0.1,new_resource,,192.168.2.19,laxmi.poudel,WS-PKR-009
deepak.rai@WS-BTW-013,2026-05-18 16:39:44.604,0.0416,0.0416,0.0,,,192.168.10.23,deepak.rai,WS-BTW-013
rita.regmi@WS-KTM-007,2025-09-23 07:53:03.094,0.4808,0.4808,0.15,off_hours,Persistence:T1078,192.168.1.17,rita.regmi,WS-KTM-007
bikash.poudel@WS-KTM-005,2026-03-12 14:05:05.063,0.033,0.033,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
ram.rai@WS-KTM-003,2025-11-10 14:49:20.865,0.0555,0.0555,0.0,,,192.168.1.13,ram.rai,WS-KTM-003
suresh.poudel@WS-KTM-004,2025-07-01 12:07:34.759,0.1099,0.1099,0.0,,,192.168.1.14,suresh.poudel,WS-KTM-004
bikash.poudel@WS-KTM-005,2026-03-02 09:53:31.630,0.4791,0.4791,0.1,new_resource,,192.168.1.15,bikash.poudel,WS-KTM-005
anita.magar@WS-KTM-002,2026-04-06 17:41:12.329,0.0846,0.0846,0.0,,,192.168.1.12,anita.magar,WS-KTM-002
bikash.poudel@WS-KTM-005,2025-10-02 19:30:12.976,0.467,0.467,0.15,off_hours,Persistence:T1078,192.168.1.15,bikash.poudel,WS-KTM-005
bindu.joshi@WS-PKR-012,2026-06-08 17:10:26.841,0.1759,0.1759,0.0,,,192.168.2.22,bindu.joshi,WS-PKR-012
anita.magar@WS-KTM-002,2026-01-20 12:49:34.638,0.0443,0.0443,0.0,,,192.168.1.12,anita.magar,WS-KTM-002
ram.rai@WS-KTM-003,2025-04-08 16:08:40.839,0.2249,0.2249,0.0,,,192.168.1.13,ram.rai,WS-KTM-003
anita.magar@WS-KTM-002,2025-10-06 14:05:31.898,0.0401,0.0401,0.0,,,192.168.1.12,anita.magar,WS-KTM-002
deepak.bhattarai@WS-KTM-003,2025-10-23 09:51:18.015,1.0,1.0,1.0,unauthorized_pumori|elevated_peer_deviation|new_resource,Collection:T1005|Valid Accounts:T1078,192.168.1.13,deepak.bhattarai,WS-KTM-003
srv_pumori_app@SRV-APP-01,2025-12-24 13:54:54.887,0.0371,0.0371,0.0,,,10.10.3.10,srv_pumori_app,SRV-APP-01
laxmi.poudel@WS-PKR-009,2025-03-18 21:57:41.431,0.5208,0.5208,0.15,off_hours,Persistence:T1078,192.168.2.19,laxmi.poudel,WS-PKR-009
ram.shrestha@WS-KTM-001,2026-05-17 03:44:25.000,0.9565,0.9565,0.5,off_hours|high_peer_deviation,Persistence:T1078|Valid Accounts:T1078,192.168.1.11,ram.shrestha,WS-KTM-001
rajan.regmi@WS-BTW-015,2026-03-23 16:40:40.546,0.0304,0.0304,0.0,,,192.168.10.25,rajan.regmi,WS-BTW-015
bikash.poudel@WS-KTM-005,2025-12-08 09:37:42.144,0.3748,0.3748,0.3,,,192.168.1.15,bikash.poudel,WS-KTM-005
gita.basnet@WS-PKR-010,2025-11-18 13:00:52.286,0.2544,0.2544,0.25,privilege_abuse,Privilege Escalation:T1078,192.168.2.20,gita.basnet,WS-PKR-010
rekha.khadka@WS-PKR-011,2026-05-13 17:42:44.542,0.2155,0.2155,0.0,,,192.168.2.21,rekha.khadka,WS-PKR-011
nabin.joshi@WS-KTM-006,2026-05-11 14:04:21.213,0.0613,0.0613,0.0,,,192.168.1.16,nabin.joshi,WS-KTM-006
ram.thapa@WS-KTM-008,2025-01-24 17:36:36.491,0.209,0.209,0.0,,,192.168.1.18,ram.thapa,WS-KTM-008
anita.magar@WS-KTM-002,2026-03-23 08:29:58.079,0.3166,0.3166,0.0,,,192.168.1.12,anita.magar,WS-KTM-002
rekha.khadka@WS-PKR-011,2025-12-25 16:51:40.217,0.0917,0.0917,0.0,,,192.168.2.21,rekha.khadka,WS-PKR-011
bindu.joshi@WS-PKR-012,2025-03-27 20:32:28.269,0.4812,0.4812,0.15,off_hours,Persistence:T1078,192.168.2.22,bindu.joshi,WS-PKR-012
roshan.karki@WS-KTM-001,2026-03-30 10:49:00.734,0.1717,0.1717,0.0,,,192.168.1.11,roshan.karki,WS-KTM-001
rekha.khadka@WS-PKR-011,2025-02-12 08:05:02.971,0.0644,0.0644,0.0,,,192.168.2.21,rekha.khadka,WS-PKR-011
nabin.joshi@WS-KTM-006,2026-03-23 10:03:06.339,0.0672,0.0672,0.0,,,192.168.1.16,nabin.joshi,WS-KTM-006
srv_pumori_app@SRV-APP-01,2025-01-02 11:01:14.437,0.0654,0.0654,0.0,,,10.10.3.10,srv_pumori_app,SRV-APP-01
bindu.joshi@WS-PKR-012,2025-11-10 15:35:06.179,0.0431,0.0431,0.0,,,192.168.2.22,bindu.joshi,WS-PKR-012
nabin.joshi@WS-KTM-006,2025-01-13 09:49:05.659,0.1229,0.1229,0.0,,,192.168.1.16,nabin.joshi,WS-KTM-006
sita.basnet@WS-BTW-014,2026-03-09 08:12:10.279,0.0706,0.0706,0.0,,,192.168.10.24,sita.basnet,WS-BTW-014
rekha.rai@WS-KTM-099,2025-07-23 17:12:49.269,0.95,0.2888,0.95,honeypot_contact,,192.168.1.99,rekha.rai,WS-KTM-099
sita.basnet@WS-BTW-014,2026-02-23 13:51:31.324,0.0,0.0,0.0,,,192.168.10.24,sita.basnet,WS-BTW-014
ram.rai@WS-KTM-003,2025-10-13 15:15:48.475,0.0733,0.0733,0.0,,,192.168.1.13,ram.rai,WS-KTM-003
anita.magar@WS-KTM-002,2026-04-20 12:46:01.405,0.0,0.0,0.0,,,192.168.1.12,anita.magar,WS-KTM-002
bindu.joshi@WS-PKR-012,2025-08-25 17:02:29.524,0.0815,0.0815,0.0,,,192.168.2.22,bindu.joshi,WS-PKR-012
roshan.karki@WS-KTM-001,2025-05-05 11:24:49.998,0.0192,0.0192,0.0,,,192.168.1.11,roshan.karki,WS-KTM-001
rajan.regmi@WS-BTW-015,2026-01-13 17:31:49.794,0.1379,0.1379,0.0,,,192.168.10.25,rajan.regmi,WS-BTW-015
deepak.rai@WS-BTW-013,2025-10-28 17:12:45.146,0.1701,0.1701,0.0,,,192.168.10.23,deepak.rai,WS-BTW-013
laxmi.poudel@WS-PKR-009,2025-01-13 16:12:05.247,0.0906,0.0906,0.0,,,192.168.2.19,laxmi.poudel,WS-PKR-009
ram.shrestha@WS-KTM-001,2026-05-17 03:32:22.000,1.0,1.0,0.5,off_hours|high_peer_deviation,Persistence:T1078|Valid Accounts:T1078,192.168.1.11,ram.shrestha,WS-KTM-001
rita.regmi@WS-KTM-007,2025-06-30 17:54:40.918,0.0744,0.0744,0.0,,,192.168.1.17,rita.regmi,WS-KTM-007
ram.thapa@WS-KTM-008,2026-05-29 12:26:59.559,0.0858,0.0858,0.0,,,192.168.1.18,ram.thapa,WS-KTM-008
rita.regmi@WS-KTM-007,2026-06-29 11:26:31.984,0.0507,0.0507,0.0,,,192.168.1.17,rita.regmi,WS-KTM-007
deepak.rai@WS-BTW-013,2025-12-08 17:24:51.882,0.224,0.224,0.0,,,192.168.10.23,deepak.rai,WS-BTW-013
ram.thapa@WS-KTM-008,2026-06-02 17:04:06.839,0.1113,0.1113,0.0,,,192.168.1.18,ram.thapa,WS-KTM-008
ram.rai@WS-KTM-003,2025-02-17 14:22:44.065,0.0053,0.0053,0.0,,,192.168.1.13,ram.rai,WS-KTM-003
rajan.regmi@WS-BTW-015,2026-01-02 09:50:34.407,0.1822,0.1822,0.0,,,192.168.10.25,rajan.regmi,WS-BTW-015
sunil.karki@WS-KTM-005,2025-04-11 08:41:24.749,1.0,0.9549,1.0,unauthorized_pumori|elevated_peer_deviation|new_resource,Collection:T1005|Valid Accounts:T1078,192.168.1.15,sunil.karki,WS-KTM-005
bikash.poudel@WS-KTM-005,2025-01-06 16:32:21.662,0.0295,0.0295,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
ram.thapa@WS-KTM-008,2026-06-29 14:36:43.811,0.0242,0.0242,0.0,,,192.168.1.18,ram.thapa,WS-KTM-008
ram.rai@WS-KTM-003,2025-12-29 14:38:46.832,0.1038,0.1038,0.0,,,192.168.1.13,ram.rai,WS-KTM-003
nabin.joshi@WS-KTM-006,2026-03-30 15:00:27.207,0.1271,0.1271,0.0,,,192.168.1.16,nabin.joshi,WS-KTM-006
rekha.rai@WS-KTM-099,2025-09-02 13:53:03.841,0.95,0.3697,0.95,honeypot_contact,,192.168.1.99,rekha.rai,WS-KTM-099
anita.magar@WS-KTM-002,2025-06-16 11:30:42.272,0.2838,0.2838,0.0,,,192.168.1.12,anita.magar,WS-KTM-002
deepak.rai@WS-BTW-013,2026-03-20 13:01:24.689,0.129,0.129,0.0,,,192.168.10.23,deepak.rai,WS-BTW-013
rekha.khadka@WS-PKR-011,2025-11-24 15:17:14.076,0.2064,0.2064,0.2,,,192.168.2.21,rekha.khadka,WS-PKR-011
anita.magar@WS-KTM-002,2025-11-03 14:06:20.145,0.0196,0.0196,0.0,,,192.168.1.12,anita.magar,WS-KTM-002
bikash.poudel@WS-KTM-005,2025-03-12 16:36:00.624,0.0848,0.0848,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
gita.basnet@WS-PKR-010,2025-07-28 16:45:43.469,0.0819,0.0819,0.0,,,192.168.2.20,gita.basnet,WS-PKR-010
suresh.poudel@WS-KTM-004,2025-02-24 11:15:48.611,0.0745,0.0745,0.0,,,192.168.1.14,suresh.poudel,WS-KTM-004
rekha.rai@WS-KTM-099,2026-03-25 09:38:02.910,0.95,0.0484,0.95,honeypot_contact,,192.168.1.99,rekha.rai,WS-KTM-099
deepak.rai@WS-BTW-013,2025-12-15 10:31:44.509,0.0652,0.0652,0.0,,,192.168.10.23,deepak.rai,WS-BTW-013
laxmi.poudel@WS-PKR-009,2026-06-26 08:46:04.854,0.1125,0.1125,0.0,,,192.168.2.19,laxmi.poudel,WS-PKR-009
srv_pumori_app@SRV-APP-01,2025-08-04 11:03:47.141,0.095,0.095,0.0,,,10.10.3.10,srv_pumori_app,SRV-APP-01
rekha.khadka@WS-PKR-011,2025-11-19 11:23:42.408,0.0555,0.0555,0.0,,,192.168.2.21,rekha.khadka,WS-PKR-011
ram.thapa@WS-KTM-008,2025-06-25 09:19:39.913,0.0795,0.0795,0.0,,,192.168.1.18,ram.thapa,WS-KTM-008
admin.operations@SRV-DC-01,2026-03-08 14:04:13.000,0.9053,0.9053,0.55,elevated_peer_deviation|failed_access_spike,Valid Accounts:T1078|Credential Access:T1110,10.10.1.10,admin.operations,SRV-DC-01
bikash.poudel@WS-KTM-005,2026-04-30 08:11:26.511,0.089,0.089,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
suresh.poudel@WS-KTM-004,2026-02-23 09:07:23.585,0.1562,0.1562,0.0,,,192.168.1.14,suresh.poudel,WS-KTM-004
sita.basnet@WS-BTW-014,2025-02-07 13:44:57.831,0.0755,0.0755,0.0,,,192.168.10.24,sita.basnet,WS-BTW-014
suresh.poudel@WS-KTM-004,2025-11-28 10:01:05.471,0.1436,0.1436,0.0,,,192.168.1.14,suresh.poudel,WS-KTM-004
bindu.joshi@WS-PKR-012,2025-05-07 08:48:41.963,0.0963,0.0963,0.0,,,192.168.2.22,bindu.joshi,WS-PKR-012
suresh.poudel@WS-KTM-004,2025-04-14 11:34:24.194,0.0408,0.0408,0.0,,,192.168.1.14,suresh.poudel,WS-KTM-004
anita.magar@WS-KTM-002,2025-10-01 10:54:44.894,0.0303,0.0303,0.0,,,192.168.1.12,anita.magar,WS-KTM-002
ram.rai@WS-KTM-003,2026-06-15 11:56:27.169,0.2308,0.2308,0.0,,,192.168.1.13,ram.rai,WS-KTM-003
anita.magar@WS-KTM-002,2025-05-12 15:50:05.308,0.0732,0.0732,0.0,,,192.168.1.12,anita.magar,WS-KTM-002
ram.thapa@WS-KTM-008,2026-03-04 11:36:09.436,0.1235,0.1235,0.0,,,192.168.1.18,ram.thapa,WS-KTM-008
gita.basnet@WS-PKR-010,2025-07-23 13:56:03.884,0.0165,0.0165,0.0,,,192.168.2.20,gita.basnet,WS-PKR-010
anita.magar@WS-KTM-002,2025-08-18 15:21:35.785,0.0466,0.0466,0.0,,,192.168.1.12,anita.magar,WS-KTM-002
bindu.joshi@WS-PKR-012,2025-11-28 15:17:55.851,0.0948,0.0948,0.0,,,192.168.2.22,bindu.joshi,WS-PKR-012
rekha.khadka@WS-PKR-011,2025-09-22 15:46:41.757,0.0102,0.0102,0.0,,,192.168.2.21,rekha.khadka,WS-PKR-011
nabin.joshi@WS-KTM-006,2025-01-02 17:25:54.789,0.1553,0.1553,0.0,,,192.168.1.16,nabin.joshi,WS-KTM-006
suresh.poudel@WS-KTM-004,2025-04-04 09:45:28.649,0.1225,0.1225,0.0,,,192.168.1.14,suresh.poudel,WS-KTM-004
roshan.karki@WS-KTM-001,2026-06-10 15:32:45.737,0.0521,0.0521,0.0,,,192.168.1.11,roshan.karki,WS-KTM-001
suresh.poudel@WS-KTM-004,2025-08-11 06:20:08.225,0.5729,0.5729,0.15,off_hours,Persistence:T1078,192.168.1.14,suresh.poudel,WS-KTM-004
gita.basnet@WS-PKR-010,2025-11-03 09:30:04.344,0.108,0.108,0.0,,,192.168.2.20,gita.basnet,WS-PKR-010
ram.thapa@WS-KTM-008,2025-03-06 11:27:21.830,0.1042,0.1042,0.0,,,192.168.1.18,ram.thapa,WS-KTM-008
roshan.karki@WS-KTM-001,2026-04-20 14:03:12.530,0.0578,0.0578,0.0,,,192.168.1.11,roshan.karki,WS-KTM-001
suresh.poudel@WS-KTM-004,2026-01-06 16:32:14.475,0.1691,0.1691,0.0,,,192.168.1.14,suresh.poudel,WS-KTM-004
laxmi.poudel@WS-PKR-009,2025-04-25 10:31:09.895,0.5095,0.5095,0.1,new_resource,,192.168.2.19,laxmi.poudel,WS-PKR-009
rita.regmi@WS-KTM-007,2026-06-09 09:22:27.113,0.0375,0.0375,0.0,,,192.168.1.17,rita.regmi,WS-KTM-007
ram.thapa@WS-KTM-008,2025-05-15 11:46:01.603,0.0363,0.0363,0.0,,,192.168.1.18,ram.thapa,WS-KTM-008
ram.thapa@WS-KTM-008,2025-04-02 15:19:23.422,0.5075,0.5075,0.1,new_resource,,192.168.1.18,ram.thapa,WS-KTM-008
bikash.poudel@WS-KTM-005,2025-05-16 13:05:30.585,0.1149,0.1149,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
rajan.regmi@WS-BTW-015,2025-01-09 11:05:09.015,0.0799,0.0799,0.0,,,192.168.10.25,rajan.regmi,WS-BTW-015
gita.basnet@WS-PKR-010,2025-04-23 12:23:17.965,0.0077,0.0077,0.0,,,192.168.2.20,gita.basnet,WS-PKR-010
suresh.poudel@WS-KTM-004,2026-05-27 20:26:26.360,0.5977,0.5977,0.15,off_hours,Persistence:T1078,192.168.1.14,suresh.poudel,WS-KTM-004
deepak.rai@WS-BTW-013,2025-01-30 17:56:12.460,0.5477,0.5477,0.1,new_resource,,192.168.10.23,deepak.rai,WS-BTW-013
rekha.khadka@WS-PKR-011,2025-11-24 07:12:03.821,0.4714,0.4714,0.15,off_hours,Persistence:T1078,192.168.2.21,rekha.khadka,WS-PKR-011
ram.thapa@WS-KTM-008,2025-07-24 13:09:48.745,0.0711,0.0711,0.0,,,192.168.1.18,ram.thapa,WS-KTM-008
bikash.poudel@WS-KTM-005,2026-01-26 09:21:59.215,0.0532,0.0532,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
deepak.rai@WS-BTW-013,2026-06-17 11:06:20.528,0.0923,0.0923,0.0,,,192.168.10.23,deepak.rai,WS-BTW-013
admin.operations@SRV-DC-01,2026-03-08 14:02:12.000,0.9171,0.9171,0.55,elevated_peer_deviation|failed_access_spike,Valid Accounts:T1078|Credential Access:T1110,10.10.1.10,admin.operations,SRV-DC-01
nabin.joshi@WS-KTM-006,2025-05-13 14:32:58.889,0.022,0.022,0.0,,,192.168.1.16,nabin.joshi,WS-KTM-006
laxmi.poudel@WS-PKR-009,2025-08-19 10:21:57.402,0.1317,0.1317,0.0,,,192.168.2.19,laxmi.poudel,WS-PKR-009
sita.basnet@WS-BTW-014,2025-05-13 20:23:32.865,0.5041,0.5041,0.15,off_hours,Persistence:T1078,192.168.10.24,sita.basnet,WS-BTW-014
rajan.regmi@WS-BTW-015,2025-09-22 10:00:47.345,0.1488,0.1488,0.0,,,192.168.10.25,rajan.regmi,WS-BTW-015
srv_pumori_app@SRV-APP-01,2025-03-20 08:36:53.833,0.0909,0.0909,0.0,,,10.10.3.10,srv_pumori_app,SRV-APP-01
sita.basnet@WS-BTW-014,2025-02-24 14:32:23.241,0.0,0.0,0.0,,,192.168.10.24,sita.basnet,WS-BTW-014
sita.basnet@WS-BTW-014,2025-08-28 08:17:35.986,0.1302,0.1302,0.0,,,192.168.10.24,sita.basnet,WS-BTW-014
bikash.poudel@WS-KTM-005,2025-11-10 17:26:28.085,0.1194,0.1194,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
ram.thapa@WS-KTM-008,2025-03-21 12:07:34.112,0.128,0.128,0.0,,,192.168.1.18,ram.thapa,WS-KTM-008
deepak.rai@WS-BTW-013,2025-11-24 10:46:01.671,0.168,0.168,0.0,,,192.168.10.23,deepak.rai,WS-BTW-013
suresh.poudel@WS-KTM-004,2026-01-26 14:52:22.977,0.1293,0.1293,0.0,,,192.168.1.14,suresh.poudel,WS-KTM-004
laxmi.poudel@WS-PKR-009,2025-03-03 15:33:22.785,0.0158,0.0158,0.0,,,192.168.2.19,laxmi.poudel,WS-PKR-009
deepak.rai@WS-BTW-013,2026-04-09 16:47:35.255,0.1564,0.1564,0.0,,,192.168.10.23,deepak.rai,WS-BTW-013
ram.rai@WS-KTM-003,2026-02-02 11:33:43.509,0.1494,0.1494,0.0,,,192.168.1.13,ram.rai,WS-KTM-003
sita.basnet@WS-BTW-014,2026-04-02 10:47:55.486,0.0353,0.0353,0.0,,,192.168.10.24,sita.basnet,WS-BTW-014
ram.rai@WS-KTM-003,2026-06-22 13:04:33.557,0.0231,0.0231,0.0,,,192.168.1.13,ram.rai,WS-KTM-003
gita.basnet@WS-PKR-010,2026-05-18 14:47:51.943,0.072,0.072,0.0,,,192.168.2.20,gita.basnet,WS-PKR-010
bikash.poudel@WS-KTM-005,2025-12-23 12:21:29.803,0.0284,0.0284,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
gita.basnet@WS-PKR-010,2025-02-03 15:16:22.882,0.203,0.203,0.0,,,192.168.2.20,gita.basnet,WS-PKR-010
nabin.joshi@WS-KTM-006,2026-03-02 09:49:40.590,0.0443,0.0443,0.0,,,192.168.1.16,nabin.joshi,WS-KTM-006
bikash.poudel@WS-KTM-005,2026-06-08 14:26:38.141,0.0836,0.0836,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
ram.rai@WS-KTM-003,2026-04-02 09:32:25.199,0.0557,0.0557,0.0,,,192.168.1.13,ram.rai,WS-KTM-003
rita.regmi@WS-KTM-007,2025-06-16 14:49:25.291,0.0185,0.0185,0.0,,,192.168.1.17,rita.regmi,WS-KTM-007
bikash.poudel@WS-KTM-005,2026-03-27 08:12:09.055,0.1845,0.1845,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
bikash.poudel@WS-KTM-005,2026-03-05 09:32:46.632,0.0987,0.0987,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
bikash.poudel@WS-KTM-005,2025-06-27 11:10:38.503,0.0903,0.0903,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
gita.basnet@WS-PKR-010,2025-11-18 16:40:13.205,0.0872,0.0872,0.0,,,192.168.2.20,gita.basnet,WS-PKR-010
nabin.joshi@WS-KTM-006,2025-06-24 17:35:54.235,0.1786,0.1786,0.0,,,192.168.1.16,nabin.joshi,WS-KTM-006
rekha.rai@WS-KTM-099,2026-06-12 09:04:57.240,0.95,0.1049,0.95,honeypot_contact,,192.168.1.99,rekha.rai,WS-KTM-099
bikash.poudel@WS-KTM-005,2025-06-24 13:22:57.448,0.1182,0.1182,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
rajan.regmi@WS-BTW-015,2025-08-28 16:15:19.988,0.1513,0.1513,0.0,,,192.168.10.25,rajan.regmi,WS-BTW-015
rita.regmi@WS-KTM-007,2025-04-21 09:00:38.730,0.0551,0.0551,0.0,,,192.168.1.17,rita.regmi,WS-KTM-007
ram.shrestha@WS-KTM-001,2026-05-17 03:34:11.000,1.0,0.9912,1.0,unauthorized_pumori|off_hours|high_peer_deviation,Collection:T1005|Persistence:T1078|Valid Accounts:T1078,192.168.1.11,ram.shrestha,WS-KTM-001
ram.rai@WS-KTM-003,2026-02-13 16:27:49.714,0.128,0.128,0.0,,,192.168.1.13,ram.rai,WS-KTM-003
rekha.khadka@WS-PKR-011,2026-03-09 17:36:25.869,0.3329,0.3329,0.25,privilege_abuse,Privilege Escalation:T1078,192.168.2.21,rekha.khadka,WS-PKR-011
suresh.poudel@WS-KTM-004,2025-08-25 15:50:44.972,0.0144,0.0144,0.0,,,192.168.1.14,suresh.poudel,WS-KTM-004
laxmi.poudel@WS-PKR-009,2025-03-11 12:19:32.563,0.0992,0.0992,0.0,,,192.168.2.19,laxmi.poudel,WS-PKR-009
bindu.joshi@WS-PKR-012,2026-04-03 08:46:55.933,0.1578,0.1578,0.0,,,192.168.2.22,bindu.joshi,WS-PKR-012
roshan.karki@WS-KTM-001,2025-12-31 11:46:17.180,0.0406,0.0406,0.0,,,192.168.1.11,roshan.karki,WS-KTM-001
bikash.poudel@WS-KTM-005,2025-02-14 10:12:26.563,0.0761,0.0761,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
bindu.joshi@WS-PKR-012,2025-06-12 10:52:55.915,0.0968,0.0968,0.0,,,192.168.2.22,bindu.joshi,WS-PKR-012
srv_pumori_app@SRV-APP-01,2026-02-06 10:52:47.999,0.0976,0.0976,0.0,,,10.10.3.10,srv_pumori_app,SRV-APP-01
bindu.joshi@WS-PKR-012,2025-07-21 11:18:28.181,0.4406,0.4406,0.2,large_data_transfer,,192.168.2.22,bindu.joshi,WS-PKR-012
rekha.khadka@WS-PKR-011,2025-01-20 11:36:43.339,0.223,0.223,0.0,,,192.168.2.21,rekha.khadka,WS-PKR-011
roshan.karki@WS-KTM-001,2025-03-11 08:26:06.537,0.1196,0.1196,0.0,,,192.168.1.11,roshan.karki,WS-KTM-001
admin_db_sync@SRV-SQL-02,2026-01-22 10:47:13.410,0.0355,0.0355,0.0,,,10.10.2.11,admin_db_sync,SRV-SQL-02
ram.rai@WS-KTM-003,2025-05-12 08:58:51.452,0.0812,0.0812,0.0,,,192.168.1.13,ram.rai,WS-KTM-003
laxmi.poudel@WS-PKR-009,2025-07-16 08:44:43.545,0.1221,0.1221,0.0,,,192.168.2.19,laxmi.poudel,WS-PKR-009
ram.rai@WS-KTM-003,2025-07-22 15:51:08.094,0.2789,0.2789,0.25,privilege_abuse,Privilege Escalation:T1078,192.168.1.13,ram.rai,WS-KTM-003
bikash.poudel@WS-KTM-005,2025-03-10 10:17:39.648,0.1095,0.1095,0.0,,,192.168.1.15,bikash.poudel,WS-KTM-005
laxmi.poudel@WS-PKR-009,2025-08-04 10:36:48.162,0.1867,0.1867,0.0,,,192.168.2.19,laxmi.poudel,WS-PKR-009
suresh.poudel@WS-KTM-004,2025-11-20 15:55:38.544,0.0509,0.0509,0.0,,,192.168.1.14,suresh.poudel,WS-KTM-004
ram.thapa@WS-KTM-008,2025-06-02 12:00:21.710,0.0679,0.0679,0.0,,,192.168.1.18,ram.thapa,WS-KTM-008
sita.basnet@WS-BTW-014,2025-05-27 17:52:49.186,0.1046,0.1046,0.0,,,192.168.10.24,sita.basnet,WS-BTW-014
ram.rai@WS-KTM-003,2026-03-11 09:27:38.842,0.0414,0.0414,0.0,,,192.168.1.13,ram.rai,WS-KTM-003
admin_db_sync@SRV-SQL-02,2026-04-27 15:20:41.657,0.0278,0.0278,0.0,,,10.10.2.11,admin_db_sync,SRV-SQL-02
rekha.rai@WS-KTM-099,2025-01-28 10:12:04.933,0.95,0.0801,0.95,honeypot_contact,,192.168.1.99,rekha.rai,WS-KTM-099
deepak.rai@WS-BTW-013,2026-02-04 13:36:06.827,0.0415,0.0415,0.0,,,192.168.10.23,deepak.rai,WS-BTW-013
rekha.rai@WS-KTM-099,2026-04-14 15:07:54.737,0.95,0.0865,0.95,honeypot_contact,,192.168.1.99,rekha.rai,WS-KTM-099
rajan.regmi@WS-BTW-015,2025-10-24 11:11:35.040,0.1301,0.1301,0.0,,,192.168.10.25,rajan.regmi,WS-BTW-015
roshan.karki@WS-KTM-001,2025-03-10 11:42:40.792,0.035,0.035,0.0,,,192.168.1.11,roshan.karki,WS-KTM-001
bindu.joshi@WS-PKR-012,2025-02-14 09:56:13.420,0.1296,0.1296,0.0,,,192.168.2.22,bindu.joshi,WS-PKR-012
rekha.rai@WS-KTM-099,2025-01-07 16:02:54.493,0.95,0.0473,0.95,honeypot_contact,,192.168.1.99,rekha.rai,WS-KTM-099
rekha.rai@WS-KTM-099,2025-11-13 10:31:02.092,0.95,0.0289,0.95,honeypot_contact,,192.168.1.99,rekha.rai,WS-KTM-099
suresh.poudel@WS-KTM-004,2026-03-31 21:37:51.033,0.573,0.573,0.15,off_hours,Persistence:T1078,192.168.1.14,suresh.poudel,WS-KTM-004
rekha.rai@WS-KTM-099,2025-12-18 08:02:06.641,0.95,0.5857,0.95,new_resource|honeypot_contact,,192.168.1.99,rekha.rai,WS-KTM-099
deepak.rai@WS-BTW-013,2025-09-08 08:07:15.406,0.0714,0.0714,0.0,,,192.168.10.23,deepak.rai,WS-BTW-013
rita.regmi@WS-KTM-007,2026-05-03 06:17:29.039,0.5786,0.5786,0.15,off_hours,Persistence:T1078,192.168.1.17,rita.regmi,WS-KTM-007
