event_id,event_log_id,timestamp,hostname,domain,event_name,event_description,subject_username,subject_domain,target_username,target_domain,logon_type,logon_type_name,process_name,process_id,parent_process,source_ip,workstation_name,failure_reason,is_anomaly,anomaly_type,mitre_technique
4625,EVT-HBPWKO9DQQ,2025-06-08 11:15:56.126,SRV-DC-01,GIBLBANK,Failed logon,An account failed to log on. Reason: Unknown user,user_013,GIBLBANK,user_013,GIBLBANK,3,Network,,42684,,192.168.1.39,SRV-DC-01,Unknown user,False,,
4624,EVT-1KPKWXG0ZF,2025-06-08 15:55:53.847,WS-PKR-001,GIBLBANK,Successful logon,Service account logon.,svc_monitor,GIBLBANK,svc_monitor,GIBLBANK,5,Service,,6961,,,WS-PKR-001,,False,,
4624,EVT-F00JGO4W9F,2025-06-08 16:16:32.541,ATM-KTM-002,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_001,GIBLBANK,user_001,GIBLBANK,10,RemoteInteractive,,9538,,192.168.1.18,ATM-KTM-002,,False,,
4624,EVT-CADYP2K3N3,2025-06-08 17:42:30.004,SRV-PROXY-01,GIBLBANK,Successful logon,Network logon from workstation WS-BTW-002 to server — lateral movement.,atm_tech1,GIBLBANK,atm_tech1,GIBLBANK,3,Network,net.exe,36150,,192.168.1.15,SRV-PROXY-01,,False,,
4672,EVT-C53DOTE3NZ,2025-06-09 09:04:00.335,SRV-SQL-02,GIBLBANK,Special privileges assigned,Special privileges assigned to new logon.,SRV-DC-01$,GIBLBANK,SRV-DC-01$,GIBLBANK,3,Network,,21892,,,SRV-SQL-02,,False,,
4624,EVT-YVETN2QAVJ,2025-06-09 09:26:33.385,WS-PKR-001,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_014,GIBLBANK,user_014,GIBLBANK,10,RemoteInteractive,,7284,,192.168.1.25,WS-PKR-001,,False,,
4688,EVT-Z83R6XRJG9,2025-06-09 09:41:28.425,WS-PKR-008,GIBLBANK,Process created,A new process has been created: chrome.exe,admin_01,GIBLBANK,admin_01,GIBLBANK,,,chrome.exe,49029,svchost.exe,,WS-PKR-008,,False,,
4624,EVT-HP9VGOZ7JS,2025-06-09 10:52:40.561,SWIFT-GW-01,GIBLBANK,Successful logon,Service account logon.,svc_monitor,GIBLBANK,svc_monitor,GIBLBANK,5,Service,,17011,,,SWIFT-GW-01,,False,,
4688,EVT-V8231L2SLX,2025-06-09 11:12:39.105,ATM-KTM-002,GIBLBANK,Process created,A new process has been created: svchost.exe,svc_backup,GIBLBANK,svc_backup,GIBLBANK,,,svchost.exe,45715,services.exe,,ATM-KTM-002,,False,,
5140,EVT-G7NIE3FKP9,2025-06-09 11:13:55.522,SRV-SQL-01,GIBLBANK,Network share accessed,A network share object was accessed: \\SRV-FILE-01\Finance,user_027,GIBLBANK,user_027,GIBLBANK,3,Network,System,60423,,,SRV-SQL-01,,False,,
4624,EVT-WQ1UIAJQBI,2025-06-09 12:28:53.724,WS-PKR-009,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_014,GIBLBANK,user_014,GIBLBANK,2,Interactive,,978,,,WS-PKR-009,,False,,
4648,EVT-VWUO11K09N,2025-06-09 13:28:23.960,SRV-PROXY-01,GIBLBANK,Explicit credential use,Explicit credentials used: user_002 used credentials for admin_02.,user_002,GIBLBANK,admin_02,GIBLBANK,3,Network,,35631,,192.168.1.49,SRV-PROXY-01,,False,,
4624,EVT-SFY0U5OFQ3,2025-06-09 14:28:51.730,WS-PKR-009,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_017,GIBLBANK,user_017,GIBLBANK,2,Interactive,,41156,,,WS-PKR-009,,False,,
4624,EVT-BX2144VWGJ,2025-06-09 15:50:51.419,SRV-APP-01,GIBLBANK,Successful logon,Service account logon.,svc_monitor,GIBLBANK,svc_monitor,GIBLBANK,5,Service,,45334,,,SRV-APP-01,,False,,
4672,EVT-WMRJCDCIUZ,2025-06-09 23:26:02.487,SRV-DC-02,GIBLBANK,Special privileges assigned,Unexpected special privileges assigned to non-admin account.,user_003,GIBLBANK,user_003,GIBLBANK,3,Network,,1131,,,SRV-DC-02,,True,PRIV_ESCALATION,T1068
4624,EVT-8Q8161DQMQ,2025-06-10 03:14:34.197,WS-PKR-001,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_024,GIBLBANK,user_024,GIBLBANK,2,Interactive,,35563,,,WS-PKR-001,,False,,
5140,EVT-NVQUZG602D,2025-06-10 09:04:15.953,SRV-DC-02,GIBLBANK,Network share accessed,A network share object was accessed: \\SRV-SQL-01\Backup,user_004,GIBLBANK,user_004,GIBLBANK,3,Network,System,9967,,,SRV-DC-02,,False,,
4624,EVT-WS4WT3PSLD,2025-06-10 09:43:08.767,WS-KTM-015,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,swift_op2,GIBLBANK,swift_op2,GIBLBANK,10,RemoteInteractive,,42277,,192.168.1.18,WS-KTM-015,,False,,
4624,EVT-7WXLWXD8J6,2025-06-10 11:09:55.013,WS-KTM-015,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_027,GIBLBANK,user_027,GIBLBANK,2,Interactive,,2497,,,WS-KTM-015,,False,,
4672,EVT-BSHO8R3PXC,2025-06-10 12:45:03.862,SRV-FILE-01,GIBLBANK,Special privileges assigned,Special privileges assigned to new logon.,svc_backup,GIBLBANK,svc_backup,GIBLBANK,3,Network,,56657,,,SRV-FILE-01,,False,,
4624,EVT-FW17VUPASA,2025-06-10 12:59:40.532,WS-PKR-008,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_022,GIBLBANK,user_022,GIBLBANK,10,RemoteInteractive,,30240,,10.10.1.16,WS-PKR-008,,False,,
5140,EVT-UFANS5SR69,2025-06-10 14:16:43.295,SRV-SQL-02,GIBLBANK,Network share accessed,A network share object was accessed: \\SRV-FILE-01\Shared,user_002,GIBLBANK,user_002,GIBLBANK,3,Network,System,42595,,,SRV-SQL-02,,False,,
4624,EVT-0A690Q5N5K,2025-06-10 15:29:16.407,SRV-SQL-01,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,swift_op1,GIBLBANK,swift_op1,GIBLBANK,10,RemoteInteractive,,43354,,10.10.1.3,SRV-SQL-01,,False,,
4624,EVT-MRDE51K8LX,2025-06-10 15:31:30.736,ATM-PKR-002,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,svc_antivirus,GIBLBANK,svc_antivirus,GIBLBANK,3,Network,,7990,,192.168.1.48,ATM-PKR-002,,False,,
4624,EVT-CDQVUL7JMD,2025-06-10 16:09:56.491,WS-KTM-013,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_007,GIBLBANK,user_007,GIBLBANK,2,Interactive,,44038,,,WS-KTM-013,,False,,
4688,EVT-3PGIHNFLAY,2025-06-10 16:22:50.688,WS-PKR-007,GIBLBANK,Process created,A new process has been created: chrome.exe,user_002,GIBLBANK,user_002,GIBLBANK,,,chrome.exe,47376,explorer.exe,,WS-PKR-007,,False,,
4688,EVT-UN8FITOZAB,2025-06-10 16:59:54.028,ATM-PKR-003,GIBLBANK,Process created,A new process has been created: explorer.exe,user_013,GIBLBANK,user_013,GIBLBANK,,,explorer.exe,6162,explorer.exe,,ATM-PKR-003,,False,,
4624,EVT-GSF3YN72BH,2025-06-10 17:26:54.202,WS-KTM-011,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_027,GIBLBANK,user_027,GIBLBANK,2,Interactive,,26853,,,WS-KTM-011,,False,,
4624,EVT-G2U2T3G1W7,2025-06-11 03:50:31.358,SRV-SQL-01,GIBLBANK,Successful logon,"Suspicious network logon — pass-the-hash indicator (Type 3, no password prompt).",SRV-DC-02$,GIBLBANK,SRV-DC-02$,GIBLBANK,3,Network,,57329,,10.10.1.1,SRV-SQL-01,,True,PASS_THE_HASH,T1550.002
4720,EVT-2P3AJFAX1C,2025-06-11 08:47:19.150,SRV-SQL-02,GIBLBANK,User account created,A new user account was created: user_931,SRV-DC-01$,GIBLBANK,user_931,GIBLBANK,,,,30870,,,SRV-SQL-02,,False,,
4624,EVT-J3L9R5QQ12,2025-06-11 14:45:03.676,ATM-KTM-005,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_011,GIBLBANK,user_011,GIBLBANK,2,Interactive,,59539,,,ATM-KTM-005,,False,,
4624,EVT-IL14UYSR66,2025-06-11 14:49:17.153,ATM-KTM-005,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,user_020,GIBLBANK,user_020,GIBLBANK,3,Network,,47103,,192.168.1.47,ATM-KTM-005,,False,,
4624,EVT-1Z6R222H1D,2025-06-11 15:29:07.980,WS-KTM-009,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_017,GIBLBANK,user_017,GIBLBANK,10,RemoteInteractive,,52506,,10.10.1.1,WS-KTM-009,,False,,
4648,EVT-IX17XNOF08,2025-06-11 19:43:16.019,SRV-PROXY-01,GIBLBANK,Explicit credential use,Explicit credentials used: admin_01 used credentials for admin_02.,admin_01,GIBLBANK,admin_02,GIBLBANK,3,Network,,62336,,192.168.1.47,SRV-PROXY-01,,False,,
4624,EVT-OO811K4C6K,2025-06-12 05:29:44.101,SRV-APP-02,GIBLBANK,Successful logon,"Suspicious network logon — pass-the-hash indicator (Type 3, no password prompt).",SRV-DC-02$,GIBLBANK,SRV-DC-02$,GIBLBANK,3,Network,,12140,,10.10.1.15,SRV-APP-02,,True,PASS_THE_HASH,T1550.002
4625,EVT-7VIN5LVDO8,2025-06-12 09:44:25.858,SRV-DC-02,GIBLBANK,Failed logon,An account failed to log on. Reason: Unknown user,user_010,GIBLBANK,user_010,GIBLBANK,3,Network,,45872,,192.168.1.33,SRV-DC-02,Unknown user,False,,
4688,EVT-81TWHWHY4H,2025-06-12 11:20:58.444,WS-BTW-005,GIBLBANK,Process created,A new process has been created: chrome.exe,user_006,GIBLBANK,user_006,GIBLBANK,,,chrome.exe,54712,explorer.exe,,WS-BTW-005,,False,,
4624,EVT-PFORPOKLF4,2025-06-12 11:42:01.456,WS-PKR-004,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,svc_monitor,GIBLBANK,svc_monitor,GIBLBANK,10,RemoteInteractive,,53576,,10.30.1.2,WS-PKR-004,,False,,
4624,EVT-GOZNYQ6PG8,2025-06-12 12:29:08.453,WS-BTW-001,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,dba_user1,GIBLBANK,dba_user1,GIBLBANK,3,Network,,55410,,10.10.1.8,WS-BTW-001,,False,,
4624,EVT-JEXGFVCTN9,2025-06-12 13:32:00.365,WS-BTW-002,GIBLBANK,Successful logon,Service account logon.,svc_antivirus,GIBLBANK,svc_antivirus,GIBLBANK,5,Service,,39564,,,WS-BTW-002,,False,,
4688,EVT-0IW3D1CZ5U,2025-06-12 15:53:56.071,SRV-SQL-02,GIBLBANK,Process created,A new process has been created: outlook.exe,user_013,GIBLBANK,user_013,GIBLBANK,,,outlook.exe,58145,explorer.exe,,SRV-SQL-02,,False,,
4688,EVT-TL777K1D8N,2025-06-12 16:53:58.574,WS-KTM-013,GIBLBANK,Process created,A new process has been created: notepad.exe,user_036,GIBLBANK,user_036,GIBLBANK,,,notepad.exe,32043,services.exe,,WS-KTM-013,,False,,
4624,EVT-AIINMK7YYZ,2025-06-12 16:56:16.691,WS-PKR-008,GIBLBANK,Successful logon,Service account logon.,svc_backup,GIBLBANK,svc_backup,GIBLBANK,5,Service,,59488,,,WS-PKR-008,,False,,
4698,EVT-LKLNK3Y9BD,2025-06-12 17:48:09.779,WS-KTM-018,GIBLBANK,Scheduled task created,A scheduled task was created.,admin_02,GIBLBANK,admin_02,GIBLBANK,,,taskschd.msc,32536,,,WS-KTM-018,,False,,
4688,EVT-SSEN4Z51CX,2025-06-13 08:22:47.790,WS-KTM-006,GIBLBANK,Process created,A new process has been created: svchost.exe,user_024,GIBLBANK,user_024,GIBLBANK,,,svchost.exe,43284,svchost.exe,,WS-KTM-006,,False,,
4624,EVT-1MENEPYF0L,2025-06-13 08:26:19.209,WS-KTM-009,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,user_033,GIBLBANK,user_033,GIBLBANK,3,Network,,25542,,192.168.1.22,WS-KTM-009,,False,,
4624,EVT-N01SFY4DKV,2025-06-13 09:19:08.728,WS-PKR-006,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_032,GIBLBANK,user_032,GIBLBANK,10,RemoteInteractive,,61069,,10.10.1.14,WS-PKR-006,,False,,
4625,EVT-17COPO9MNL,2025-06-13 11:10:35.053,SRV-FILE-01,GIBLBANK,Failed logon,An account failed to log on. Reason: Account locked,user_031,GIBLBANK,user_031,GIBLBANK,3,Network,,32284,,192.168.1.18,SRV-FILE-01,Account locked,False,,
4624,EVT-DT95B12QZU,2025-06-13 15:30:07.938,WS-KTM-011,GIBLBANK,Successful logon,Service account logon.,svc_monitor,GIBLBANK,svc_monitor,GIBLBANK,5,Service,,63833,,,WS-KTM-011,,False,,
4624,EVT-5D3NMYB4BO,2025-06-13 15:37:38.849,WS-BTW-001,GIBLBANK,Successful logon,Service account logon.,svc_antivirus,GIBLBANK,svc_antivirus,GIBLBANK,5,Service,,23534,,,WS-BTW-001,,False,,
4624,EVT-C6O8Y7HRS7,2025-06-13 15:59:09.158,WS-KTM-010,GIBLBANK,Successful logon,Service account logon.,svc_monitor,GIBLBANK,svc_monitor,GIBLBANK,5,Service,,31926,,,WS-KTM-010,,False,,
4624,EVT-34EUZ9QJ4V,2025-06-13 16:46:00.038,ATM-KTM-004,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,atm_tech1,GIBLBANK,atm_tech1,GIBLBANK,3,Network,,2801,,192.168.1.17,ATM-KTM-004,,False,,
4625,EVT-DD2EC2IHOY,2025-06-13 23:11:01.910,WS-PKR-007,GIBLBANK,Failed logon,An account failed to log on. Reason: Account locked,user_029,GIBLBANK,user_029,GIBLBANK,3,Network,,61844,,192.168.1.41,WS-PKR-007,Account locked,False,,
4688,EVT-OAIH3IABC2,2025-06-14 08:52:55.930,WS-KTM-015,GIBLBANK,Process created,A new process has been created: svchost.exe,admin_01,GIBLBANK,admin_01,GIBLBANK,,,svchost.exe,35478,svchost.exe,,WS-KTM-015,,False,,
4688,EVT-OAIH3IABC2,2025-06-14 08:52:55.930,WS-KTM-015,GIBLBANK,Process created,A new process has been created: svchost.exe,admin_01,GIBLBANK,admin_01,GIBLBANK,,,svchost.exe,35478,svchost.exe,,WS-KTM-015,,False,,
4688,EVT-QJJ1GJPMH3,2025-06-14 10:02:10.986,WS-KTM-011,GIBLBANK,Process created,A new process has been created: svchost.exe,user_019,GIBLBANK,user_019,GIBLBANK,,,svchost.exe,37925,explorer.exe,,WS-KTM-011,,False,,
4624,EVT-T2BI305RE2,2025-06-14 11:30:40.965,SRV-SQL-02,GIBLBANK,Successful logon,Network logon from workstation WS-BTW-003 to server — lateral movement.,user_020,GIBLBANK,user_020,GIBLBANK,3,Network,net.exe,30149,,10.10.1.1,SRV-SQL-02,,False,,
4740,EVT-IKBE0QAB7U,2025-06-14 12:45:02.348,WS-BTW-004,GIBLBANK,Account locked out,Account user_035 was locked after repeated failures.,user_035,GIBLBANK,user_035,GIBLBANK,,,,32056,,91.195.240.117,WS-BTW-004,Account locked,False,,
4624,EVT-OT1EJEZLGI,2025-06-14 13:17:42.199,ATM-PKR-002,GIBLBANK,Successful logon,Service account logon.,svc_backup,GIBLBANK,svc_backup,GIBLBANK,5,Service,,34320,,,ATM-PKR-002,,False,,
4740,EVT-Z9E076WYK3,2025-06-14 13:25:48.986,ATM-KTM-005,GIBLBANK,Account locked out,Account user_005 was locked after repeated failures.,user_005,GIBLBANK,user_005,GIBLBANK,,,,42392,,203.0.113.55,ATM-KTM-005,Account locked,False,,
4625,EVT-TS0X7XK2LQ,2025-06-14 14:11:58.766,SWIFT-GW-03,GIBLBANK,Failed logon,An account failed to log on. Reason: Wrong password,user_001,GIBLBANK,user_001,GIBLBANK,3,Network,,29583,,192.168.1.10,SWIFT-GW-03,Wrong password,False,,
4720,EVT-5TRKJ8PM75,2025-06-14 15:28:28.231,SRV-DC-02,GIBLBANK,User account created,A new user account was created: user_978,SRV-DC-01$,GIBLBANK,user_978,GIBLBANK,,,,45282,,,SRV-DC-02,,False,,
4688,EVT-72LN26YQO3,2025-06-14 16:20:35.764,WS-BTW-004,GIBLBANK,Process created,A new process has been created: explorer.exe,user_033,GIBLBANK,user_033,GIBLBANK,,,explorer.exe,60434,explorer.exe,,WS-BTW-004,,False,,
4740,EVT-JZG9GFO8PW,2025-06-14 17:19:10.934,WS-PKR-006,GIBLBANK,Account locked out,Account admin_02 was locked after repeated failures.,admin_02,GIBLBANK,admin_02,GIBLBANK,,,,16761,,203.0.113.55,WS-PKR-006,Account locked,False,,
4624,EVT-J2GANOMPP0,2025-06-15 08:07:16.242,WS-KTM-017,GIBLBANK,Successful logon,Service account logon.,svc_monitor,GIBLBANK,svc_monitor,GIBLBANK,5,Service,,26865,,,WS-KTM-017,,False,,
4624,EVT-UPYVYPY99D,2025-06-15 08:40:51.320,WS-BTW-004,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,swift_op1,GIBLBANK,swift_op1,GIBLBANK,10,RemoteInteractive,,22943,,192.168.1.26,WS-BTW-004,,False,,
4688,EVT-83N4D8ODG9,2025-06-15 11:19:59.421,WS-PKR-001,GIBLBANK,Process created,A new process has been created: chrome.exe,user_019,GIBLBANK,user_019,GIBLBANK,,,chrome.exe,38653,services.exe,,WS-PKR-001,,False,,
4624,EVT-LY9HWB4S4A,2025-06-15 16:30:21.074,ATM-PKR-003,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,user_008,GIBLBANK,user_008,GIBLBANK,3,Network,,49650,,10.10.1.6,ATM-PKR-003,,False,,
4624,EVT-Y2X15XJXNE,2025-06-15 17:11:25.483,SWIFT-GW-01,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,dba_user1,GIBLBANK,dba_user1,GIBLBANK,3,Network,,5815,,10.10.1.10,SWIFT-GW-01,,False,,
4624,EVT-5Q3JS9K9BC,2025-06-16 08:41:49.347,WS-KTM-019,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_011,GIBLBANK,user_011,GIBLBANK,2,Interactive,,26842,,,WS-KTM-019,,False,,
4688,EVT-KH9GMLSN6L,2025-06-16 09:50:00.047,WS-KTM-017,GIBLBANK,Process created,A new process has been created: explorer.exe,user_033,GIBLBANK,user_033,GIBLBANK,,,explorer.exe,29481,explorer.exe,,WS-KTM-017,,False,,
4625,EVT-6IAJ8JR78I,2025-06-16 11:29:04.050,WS-KTM-016,GIBLBANK,Failed logon,An account failed to log on. Reason: Account locked,dba_user1,GIBLBANK,dba_user1,GIBLBANK,3,Network,,4082,,192.168.1.27,WS-KTM-016,Account locked,False,,
4688,EVT-WWNQA4P3PR,2025-06-16 11:37:25.176,WS-BTW-004,GIBLBANK,Process created,powershell.exe spawned by winword.exe — macro execution indicator.,user_017,GIBLBANK,user_017,GIBLBANK,,,powershell.exe,24214,winword.exe,,WS-BTW-004,,False,,
4624,EVT-59H9XDELLT,2025-06-16 12:34:40.179,WS-KTM-010,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_008,GIBLBANK,user_008,GIBLBANK,10,RemoteInteractive,,32486,,10.10.1.15,WS-KTM-010,,False,,
4625,EVT-S2Z48EGP15,2025-06-16 12:47:27.918,SRV-PROXY-01,GIBLBANK,Failed logon,An account failed to log on. Reason: Account locked,user_008,GIBLBANK,user_008,GIBLBANK,3,Network,,5643,,10.10.1.18,SRV-PROXY-01,Account locked,False,,
4688,EVT-LXVXHIDU50,2025-06-16 14:00:47.438,SRV-APP-02,GIBLBANK,Process created,A new process has been created: explorer.exe,user_002,GIBLBANK,user_002,GIBLBANK,,,explorer.exe,59865,services.exe,,SRV-APP-02,,False,,
4740,EVT-BHGP5CPA16,2025-06-16 14:46:44.469,SRV-SQL-02,GIBLBANK,Account locked out,Account user_011 was locked after repeated failures.,user_011,GIBLBANK,user_011,GIBLBANK,,,,20195,,45.33.32.156,SRV-SQL-02,Account locked,False,,
4648,EVT-7SELEDK7X2,2025-06-16 15:35:39.218,SRV-FILE-01,GIBLBANK,Explicit credential use,Explicit credentials used: dba_user1 used credentials for SRV-DC-01$.,dba_user1,GIBLBANK,SRV-DC-01$,GIBLBANK,3,Network,,60891,,10.10.1.16,SRV-FILE-01,,False,,
4688,EVT-71K1YM2J9N,2025-06-16 15:37:40.250,WS-KTM-001,GIBLBANK,Process created,A new process has been created: notepad.exe,user_018,GIBLBANK,user_018,GIBLBANK,,,notepad.exe,40002,svchost.exe,,WS-KTM-001,,False,,
4740,EVT-2MI560TOHX,2025-06-16 16:00:22.153,ATM-PKR-002,GIBLBANK,Account locked out,Account user_034 was locked after repeated failures.,user_034,GIBLBANK,user_034,GIBLBANK,,,,40672,,91.195.240.117,ATM-PKR-002,Account locked,False,,
4624,EVT-AAJ84RX6PR,2025-06-16 16:47:54.898,WS-BTW-002,GIBLBANK,Successful logon,Service account logon.,svc_backup,GIBLBANK,svc_backup,GIBLBANK,5,Service,,45478,,,WS-BTW-002,,False,,
4625,EVT-DL93HLCXJP,2025-06-17 07:18:33.637,SRV-DC-01,GIBLBANK,Failed logon,Brute force attempt from 45.33.32.156.,user_018,GIBLBANK,user_018,GIBLBANK,3,Network,,27650,,45.33.32.156,SRV-DC-01,Wrong password,True,,
4625,EVT-6A1ADT63AO,2025-06-17 09:17:45.090,WS-KTM-015,GIBLBANK,Failed logon,An account failed to log on. Reason: Wrong password,user_006,GIBLBANK,user_006,GIBLBANK,3,Network,,36787,,10.10.1.18,WS-KTM-015,Wrong password,False,,
4624,EVT-ZBVYE1IIBY,2025-06-17 10:19:34.474,WS-KTM-002,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_036,GIBLBANK,user_036,GIBLBANK,10,RemoteInteractive,,60873,,192.168.1.37,WS-KTM-002,,False,,
4624,EVT-WGD7IWW7X7,2025-06-17 11:29:53.581,ATM-KTM-004,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_012,GIBLBANK,user_012,GIBLBANK,10,RemoteInteractive,,4356,,192.168.1.21,ATM-KTM-004,,False,,
4688,EVT-J40Y52YGQY,2025-06-17 11:43:45.741,SRV-SQL-02,GIBLBANK,Process created,A new process has been created: svchost.exe,user_026,GIBLBANK,user_026,GIBLBANK,,,svchost.exe,22313,explorer.exe,,SRV-SQL-02,,False,,
4624,EVT-Q64NFUC4WS,2025-06-17 12:48:04.193,WS-KTM-001,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_035,GIBLBANK,user_035,GIBLBANK,10,RemoteInteractive,,34940,,192.168.1.31,WS-KTM-001,,False,,
4624,EVT-RV5ND614IS,2025-06-17 13:55:05.262,WS-PKR-001,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,svc_backup,GIBLBANK,svc_backup,GIBLBANK,3,Network,,44725,,192.168.1.43,WS-PKR-001,,False,,
4688,EVT-44FTJ5CCAS,2025-06-17 16:06:54.240,WS-KTM-012,GIBLBANK,Process created,A new process has been created: svchost.exe,svc_monitor,GIBLBANK,svc_monitor,GIBLBANK,,,svchost.exe,2444,explorer.exe,,WS-KTM-012,,False,,
4648,EVT-OBA82QV6QZ,2025-06-17 16:58:14.651,SRV-APP-02,GIBLBANK,Explicit credential use,Explicit credentials used: user_033 used credentials for SRV-DC-01$.,user_033,GIBLBANK,SRV-DC-01$,GIBLBANK,3,Network,,48602,,192.168.1.39,SRV-APP-02,,False,,
4624,EVT-8UIBRSZ1N3,2025-06-18 08:38:43.928,WS-BTW-003,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_017,GIBLBANK,user_017,GIBLBANK,10,RemoteInteractive,,16272,,10.10.1.11,WS-BTW-003,,False,,
4624,EVT-UGGNS8GM4C,2025-06-18 10:47:42.739,WS-KTM-016,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,dba_user1,GIBLBANK,dba_user1,GIBLBANK,3,Network,,7060,,192.168.1.30,WS-KTM-016,,False,,
5140,EVT-6WQUQB8RCP,2025-06-18 11:36:24.350,SRV-SQL-02,GIBLBANK,Network share accessed,A network share object was accessed: \\SRV-FILE-01\Finance,swift_op2,GIBLBANK,swift_op2,GIBLBANK,3,Network,System,58936,,,SRV-SQL-02,,False,,
4624,EVT-BTMAUMYRL1,2025-06-18 11:58:53.162,WS-KTM-009,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_039,GIBLBANK,user_039,GIBLBANK,2,Interactive,,28628,,,WS-KTM-009,,False,,
4624,EVT-XUZRH22QOZ,2025-06-18 13:25:07.196,WS-KTM-012,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,user_014,GIBLBANK,user_014,GIBLBANK,3,Network,,64247,,192.168.1.44,WS-KTM-012,,False,,
4624,EVT-WG4O3VSOTT,2025-06-18 17:06:45.713,WS-BTW-002,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,admin_02,GIBLBANK,admin_02,GIBLBANK,3,Network,,42398,,192.168.1.23,WS-BTW-002,,False,,
4624,EVT-7ERRBSZUJB,2025-06-18 19:07:56.021,SWIFT-GW-03,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,user_033,GIBLBANK,user_033,GIBLBANK,10,RemoteInteractive,,55356,,192.168.1.14,SWIFT-GW-03,,False,,
4624,EVT-SR8WNAC1PM,2025-06-19 09:56:44.052,ATM-PKR-003,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_010,GIBLBANK,user_010,GIBLBANK,2,Interactive,,989,,,ATM-PKR-003,,False,,
4624,EVT-8T03IN5NAU,2025-06-19 10:34:02.363,SRV-SQL-02,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,user_037,GIBLBANK,user_037,GIBLBANK,3,Network,,46445,,10.10.1.5,SRV-SQL-02,,False,,
4624,EVT-CUBPR0W6U7,2025-06-19 10:43:02.860,ATM-KTM-001,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_038,GIBLBANK,user_038,GIBLBANK,2,Interactive,,13679,,,ATM-KTM-001,,False,,
4624,EVT-KEHL3FC5RY,2025-06-19 11:04:53.469,SRV-APP-02,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 10,atm_tech1,GIBLBANK,atm_tech1,GIBLBANK,10,RemoteInteractive,,42584,,10.10.1.1,SRV-APP-02,,False,,
4698,EVT-TP1C3H7UYH,2025-06-19 13:09:15.391,WS-KTM-018,GIBLBANK,Scheduled task created,A scheduled task was created.,SRV-DC-01$,GIBLBANK,SRV-DC-01$,GIBLBANK,,,taskschd.msc,23413,,,WS-KTM-018,,False,,
4624,EVT-ZBC5F9E0KL,2025-06-19 13:13:24.479,WS-KTM-016,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 2,user_030,GIBLBANK,user_030,GIBLBANK,2,Interactive,,21368,,,WS-KTM-016,,False,,
4624,EVT-1DU7V8FY1A,2025-06-19 13:36:44.680,WS-KTM-018,GIBLBANK,Successful logon,An account was successfully logged on. Logon Type: 3,user_031,GIBLBANK,user_031,GIBLBANK,3,Network,,27825,,192.168.1.17,WS-KTM-018,,False,,
4688,EVT-BK39S9BHWO,2025-06-19 14:17:47.275,WS-BTW-003,GIBLBANK,Process created,A new process has been created: notepad.exe,user_009,GIBLBANK,user_009,GIBLBANK,,,notepad.exe,59909,svchost.exe,,WS-BTW-003,,False,,
